2000,1999-11-06,19991106/CHIATL,CHI,ATL
2000,1999-11-07,19991107/SASPHX,SAS,PHX
2000,1999-11-07,19991107/DALLAL,DAL,LAL
2000,1999-11-07,19991107/WASNJN,WAS,NJN
2000,1999-11-07,19991107/CHHTOR,CHH,TOR
2000,1999-11-08,19991108/ORLHOU,ORL,HOU
2000,1999-11-08,19991108/ATLDEN,ATL,DEN
2000,1999-11-08,19991108/UTALAC,UTA,LAC
2000,1999-11-08,19991108/MILNYK,MIL,NYK
2000,1999-11-08,19991108/SEAPHI,SEA,PHI
2000,1999-11-09,19991109/LALDAL,LAL,DAL
2000,1999-11-09,19991109/PORUTA,POR,UTA
2000,1999-11-09,19991109/SASGSW,SAS,GSW
2000,1999-11-09,19991109/INDMIA,IND,MIA
2000,1999-11-09,19991109/PHXCHI,PHX,CHI
2000,1999-11-10,19991110/LALHOU,LAL,HOU
2000,1999-11-10,19991110/DETBOS,DET,BOS
2000,1999-11-10,19991110/PHXNJN,PHX,NJN
2000,1999-11-10,19991110/SEAWAS,SEA,WAS
2000,1999-11-10,19991110/PHIORL,PHI,ORL
2000,1999-11-10,19991110/MILCHH,MIL,CHH
2000,1999-11-10,19991110/SASLAC,SAS,LAC
2000,1999-11-10,19991110/ATLVAN,ATL,VAN
2000,1999-11-11,19991111/NYKMIN,NYK,MIN
2000,1999-11-11,19991111/DALMIA,DAL,MIA
2000,1999-11-11,19991111/SEACLE,SEA,CLE
2000,1999-11-11,19991111/TORDET,TOR,DET
2000,1999-11-11,19991111/ORLIND,ORL,IND
2000,1999-11-12,19991112/HOULAL,HOU,LAL
2000,1999-11-12,19991112/NYKBOS,NYK,BOS
2000,1999-11-12,19991112/CHIPHI,CHI,PHI
2000,1999-11-12,19991112/MIAWAS,MIA,WAS
2000,1999-11-12,19991112/NJNCHH,NJN,CHH
2000,1999-11-12,19991112/GSWVAN,GSW,VAN
2000,1999-11-12,19991112/UTASAC,UTA,SAC
2000,1999-11-12,19991112/PORDEN,POR,DEN
2000,1999-11-12,19991112/PHXMIL,PHX,MIL
2000,1999-11-13,19991113/HOUGSW,HOU,GSW
2000,1999-11-13,19991113/ORLDAL,ORL,DAL
2000,1999-11-13,19991113/PHXMIN,PHX,MIN
2000,1999-11-13,19991113/CHHSAS,CHH,SAS
2000,1999-11-13,19991113/ATLPOR,ATL,POR
2000,1999-11-13,19991113/BOSCHI,BOS,CHI
2000,1999-11-13,19991113/WASIND,WAS,IND
2000,1999-11-13,19991113/SEADET,SEA,DET
2000,1999-11-13,19991113/MILCLE,MIL,CLE
2000,1999-11-14,19991114/PHITOR,PHI,TOR
2000,1999-11-14,19991114/MIANYK,MIA,NYK
2000,1999-11-14,19991114/ATLLAL,ATL,LAL
2000,1999-11-14,19991114/DENSAC,DEN,SAC
2000,1999-11-14,19991114/LACVAN,LAC,VAN
2000,1999-11-15,19991115/LALPHX,LAL,PHX
2000,1999-11-15,19991115/SASUTA,SAS,UTA
2000,1999-11-15,19991115/INDHOU,IND,HOU
2000,1999-11-15,19991115/SEANJN,SEA,NJN
2000,1999-11-16,19991116/HOUDAL,HOU,DAL
2000,1999-11-16,19991116/LACMIL,LAC,MIL
2000,1999-11-16,19991116/DETTOR,DET,TOR
2000,1999-11-16,19991116/VANSAC,VAN,SAC
2000,1999-11-16,19991116/PORMIA,POR,MIA
2000,1999-11-16,19991116/PHIWAS,PHI,WAS
2000,1999-11-16,19991116/CHHATL,CHH,ATL
2000,1999-11-16,19991116/CHIGSW,CHI,GSW
2000,1999-11-16,19991116/NYKDEN,NYK,DEN
2000,1999-11-16,19991116/INDSAS,IND,SAS
2000,1999-11-17,19991117/CLEBOS,CLE,BOS
2000,1999-11-17,19991117/MIAPHI,MIA,PHI
2000,1999-11-17,19991117/PORORL,POR,ORL
2000,1999-11-17,19991117/DALCHH,DAL,CHH
2000,1999-11-17,19991117/NJNDET,NJN,DET
2000,1999-11-17,19991117/LACMIN,LAC,MIN
2000,1999-11-17,19991117/NYKUTA,NYK,UTA
2000,1999-11-17,19991117/CHIPHX,CHI,PHX
2000,1999-11-17,19991117/GSWSEA,GSW,SEA
2000,1999-11-18,19991118/SASMIL,SAS,MIL
2000,1999-11-18,19991118/TORWAS,TOR,WAS
2000,1999-11-18,19991118/SEAVAN,SEA,VAN
2000,1999-11-18,19991118/LALDEN,LAL,DEN
2000,1999-11-18,19991118/SACHOU,SAC,HOU
2000,1999-11-19,19991119/UTAMIN,UTA,MIN
2000,1999-11-19,19991119/ATLIND,ATL,IND
2000,1999-11-19,19991119/CLEDET,CLE,DET
2000,1999-11-19,19991119/LACTOR,LAC,TOR
2000,1999-11-19,19991119/PORPHI,POR,PHI
2000,1999-11-19,19991119/CHHORL,CHH,ORL
2000,1999-11-19,19991119/NJNBOS,NJN,BOS
2000,1999-11-19,19991119/CHILAL,CHI,LAL
2000,1999-11-19,19991119/NYKPHX,NYK,PHX
2000,1999-11-19,19991119/SACDAL,SAC,DAL
2000,1999-11-20,19991120/BOSMIA,BOS,MIA
2000,1999-11-20,19991120/HOUSEA,HOU,SEA
2000,1999-11-20,19991120/NYKGSW,NYK,GSW
2000,1999-11-20,19991120/CHIDEN,CHI,DEN
2000,1999-11-20,19991120/DALSAS,DAL,SAS
2000,1999-11-20,19991120/LACWAS,LAC,WAS
2000,1999-11-20,19991120/PHINJN,PHI,NJN
2000,1999-11-20,19991120/INDCLE,IND,CLE
2000,1999-11-20,19991120/ORLATL,ORL,ATL
2000,1999-11-20,19991120/PORCHH,POR,CHH
2000,1999-11-20,19991120/UTAMIL,UTA,MIL
2000,1999-11-21,19991121/MILDET,MIL,DET
2000,1999-11-21,19991121/MINVAN,MIN,VAN
2000,1999-11-21,19991121/HOUSAC,HOU,SAC
2000,1999-11-21,19991121/TORLAL,TOR,LAL
2000,1999-11-21,19991121/SEAPHX,SEA,PHX
2000,1999-11-22,19991122/INDBOS,IND,BOS
2000,1999-11-22,19991122/SASPHI,SAS,PHI
2000,1999-11-22,19991122/MINUTA,MIN,UTA
2000,1999-11-23,19991123/VANWAS,VAN,WAS
2000,1999-11-23,19991123/MIAATL,MIA,ATL
2000,1999-11-23,19991123/PORCLE,POR,CLE
2000,1999-11-23,19991123/DALHOU,DAL,HOU
2000,1999-11-23,19991123/TORPHX,TOR,PHX
2000,1999-11-23,19991123/NYKLAC,NYK,LAC
2000,1999-11-23,19991123/NJNSAC,NJN,SAC
2000,1999-11-24,19991124/SASBOS,SAS,BOS
2000,1999-11-24,19991124/WASPHI,WAS,PHI
2000,1999-11-24,19991124/DALORL,DAL,ORL
2000,1999-11-24,19991124/ATLMIA,ATL,MIA
2000,1999-11-24,19991124/VANCHH,VAN,CHH
2000,1999-11-24,19991124/CHIMIL,CHI,MIL
2000,1999-11-24,19991124/PORMIN,POR,MIN
2000,1999-11-24,19991124/TORDEN,TOR,DEN
2000,1999-11-24,19991124/UTALAL,UTA,LAL
2000,1999-11-24,19991124/NJNGSW,NJN,GSW
2000,1999-11-25,19991125/DETIND,DET,IND
2000,1999-11-26,19991126/NJNLAL,NJN,LAL
2000,1999-11-26,19991126/MILBOS,MIL,BOS
2000,1999-11-26,19991126/CLEPHI,CLE,PHI
2000,1999-11-26,19991126/WASCHH,WAS,CHH
2000,1999-11-26,19991126/ATLDET,ATL,DET
2000,1999-11-26,19991126/VANIND,VAN,IND
2000,1999-11-26,19991126/CHISAS,CHI,SAS
2000,1999-11-26,19991126/MINDEN,MIN,DEN
2000,1999-11-26,19991126/TORUTA,TOR,UTA
2000,1999-11-26,19991126/GSWSAC,GSW,SAC
2000,1999-11-26,19991126/HOUPOR,HOU,POR
2000,1999-11-26,19991126/LACSEA,LAC,SEA
2000,1999-11-27,19991127/ORLNYK,ORL,NYK
2000,1999-11-27,19991127/WASMIA,WAS,MIA
2000,1999-11-27,19991127/PORLAC,POR,LAC
2000,1999-11-27,19991127/NJNPHX,NJN,PHX
2000,1999-11-27,19991127/DENSAS,DEN,SAS
2000,1999-11-27,19991127/TORGSW,TOR,GSW
2000,1999-11-27,19991127/CHIDAL,CHI,DAL
2000,1999-11-27,19991127/VANMIN,VAN,MIN
2000,1999-11-27,19991127/PHIMIL,PHI,MIL
2000,1999-11-27,19991127/CHHCLE,CHH,CLE
2000,1999-11-27,19991127/BOSATL,BOS,ATL
2000,1999-11-28,19991128/INDSEA,IND,SEA
2000,1999-11-28,19991128/ORLDET,ORL,DET
2000,1999-11-29,19991129/INDPOR,IND,POR
2000,1999-11-29,19991129/DALNYK,DAL,NYK
2000,1999-11-29,19991129/SACMIA,SAC,MIA
2000,1999-11-29,19991129/GSWUTA,GSW,UTA
2000,1999-11-29,19991129/HOUVAN,HOU,VAN
2000,1999-11-30,19991130/SACORL,SAC,ORL
2000,1999-11-30,19991130/DALCLE,DAL,CLE
2000,1999-11-30,19991130/ATLTOR,ATL,TOR
2000,1999-11-30,19991130/LALSEA,LAL,SEA
2000,1999-11-30,19991130/PHXLAC,PHX,LAC
2000,1999-11-30,19991130/DETSAS,DET,SAS
2000,1999-11-30,19991130/DENMIN,DEN,MIN
2000,1999-11-30,19991130/WASNJN,WAS,NJN
2000,1999-11-30,19991130/NYKPHI,NYK,PHI
2000,1999-12-01,19991201/CLEWAS,CLE,WAS
2000,1999-12-01,19991201/INDVAN,IND,VAN
2000,1999-12-01,19991201/CHHPOR,CHH,POR
2000,1999-12-01,19991201/GSWLAL,GSW,LAL
2000,1999-12-01,19991201/HOUPHX,HOU,PHX
2000,1999-12-01,19991201/DETDEN,DET,DEN
2000,1999-12-01,19991201/PHIMIA,PHI,MIA
2000,1999-12-02,19991202/HOULAC,HOU,LAC
2000,1999-12-02,19991202/SACATL,SAC,ATL
2000,1999-12-02,19991202/SASNJN,SAS,NJN
2000,1999-12-02,19991202/DALCHI,DAL,CHI
2000,1999-12-02,19991202/NYKMIL,NYK,MIL
2000,1999-12-02,19991202/ORLMIN,ORL,MIN
2000,1999-12-02,19991202/SEAGSW,SEA,GSW
2000,1999-12-03,19991203/PORLAL,POR,LAL
2000,1999-12-03,19991203/MIABOS,MIA,BOS
2000,1999-12-03,19991203/WASTOR,WAS,TOR
2000,1999-12-03,19991203/PHICLE,PHI,CLE
2000,1999-12-03,19991203/SASDET,SAS,DET
2000,1999-12-03,19991203/ORLDEN,ORL,DEN
2000,1999-12-03,19991203/INDUTA,IND,UTA
2000,1999-12-03,19991203/CHHVAN,CHH,VAN
2000,1999-12-04,19991204/NYKNJN,NYK,NJN
2000,1999-12-04,19991204/BOSPHI,BOS,PHI
2000,1999-12-04,19991204/UTAGSW,UTA,GSW
2000,1999-12-04,19991204/SEALAC,SEA,LAC
2000,1999-12-04,19991204/PHXHOU,PHX,HOU
2000,1999-12-04,19991204/DALMIN,DAL,MIN
2000,1999-12-04,19991204/SACWAS,SAC,WAS
2000,1999-12-04,19991204/DETATL,DET,ATL
2000,1999-12-04,19991204/MILCHI,MIL,CHI
2000,1999-12-05,19991205/DENNYK,DEN,NYK
2000,1999-12-05,19991205/PORPHX,POR,PHX
2000,1999-12-05,19991205/ORLLAL,ORL,LAL
2000,1999-12-05,19991205/CHHSEA,CHH,SEA
2000,1999-12-05,19991205/SASTOR,SAS,TOR
2000,1999-12-05,19991205/DALMIL,DAL,MIL
2000,1999-12-06,19991206/WASUTA,WAS,UTA
2000,1999-12-06,19991206/VANHOU,VAN,HOU
2000,1999-12-06,19991206/DENPHI,DEN,PHI
2000,1999-12-06,19991206/SACNJN,SAC,NJN
2000,1999-12-06,19991206/MIALAC,MIA,LAC
2000,1999-12-07,19991207/DETMIL,DET,MIL
2000,1999-12-07,19991207/CLETOR,CLE,TOR
2000,1999-12-07,19991207/SASIND,SAS,IND
2000,1999-12-07,19991207/VANDAL,VAN,DAL
2000,1999-12-07,19991207/ORLPHX,ORL,PHX
2000,1999-12-07,19991207/WASLAL,WAS,LAL
2000,1999-12-07,19991207/MIAPOR,MIA,POR
2000,1999-12-07,19991207/GSWNYK,GSW,NYK
2000,1999-12-08,19991208/DENBOS,DEN,BOS
2000,1999-12-08,19991208/CHICLE,CHI,CLE
2000,1999-12-08,19991208/DALUTA,DAL,UTA
2000,1999-12-08,19991208/HOUPHI,HOU,PHI
2000,1999-12-08,19991208/MILNJN,MIL,NJN
2000,1999-12-08,19991208/LALSAC,LAL,SAC
2000,1999-12-08,19991208/MINSEA,MIN,SEA
2000,1999-12-08,19991208/GSWCHH,GSW,CHH
2000,1999-12-08,19991208/LACATL,LAC,ATL
2000,1999-12-09,19991209/WASPHX,WAS,PHX
2000,1999-12-09,19991209/MINPOR,MIN,POR
2000,1999-12-09,19991209/VANSAS,VAN,SAS
2000,1999-12-10,19991210/CLEIND,CLE,IND
2000,1999-12-10,19991210/SEAUTA,SEA,UTA
2000,1999-12-10,19991210/HOUBOS,HOU,BOS
2000,1999-12-10,19991210/PHINYK,PHI,NYK
2000,1999-12-10,19991210/DENCHH,DEN,CHH
2000,1999-12-10,19991210/MIASAC,MIA,SAC
2000,1999-12-10,19991210/GSWATL,GSW,ATL
2000,1999-12-10,19991210/MILTOR,MIL,TOR
2000,1999-12-10,19991210/LACDET,LAC,DET
2000,1999-12-10,19991210/NJNCHI,NJN,CHI
2000,1999-12-11,19991211/DENMIL,DEN,MIL
2000,1999-12-11,19991211/HOUNJN,HOU,NJN
2000,1999-12-11,19991211/CHHPHI,CHH,PHI
2000,1999-12-11,19991211/CHIORL,CHI,ORL
2000,1999-12-11,19991211/ATLCLE,ATL,CLE
2000,1999-12-11,19991211/LACIND,LAC,IND
2000,1999-12-11,19991211/GSWMIN,GSW,MIN
2000,1999-12-11,19991211/PHXDAL,PHX,DAL
2000,1999-12-11,19991211/WASSAS,WAS,SAS
2000,1999-12-11,19991211/PORSAC,POR,SAC
2000,1999-12-11,19991211/MIASEA,MIA,SEA
2000,1999-12-11,19991211/LALVAN,LAL,VAN
2000,1999-12-12,19991212/BOSNYK,BOS,NYK
2000,1999-12-12,19991212/DETLAL,DET,LAL
2000,1999-12-12,19991212/UTATOR,UTA,TOR
2000,1999-12-13,19991213/VANLAC,VAN,LAC
2000,1999-12-14,19991214/INDTOR,IND,TOR
2000,1999-12-14,19991214/DENSEA,DEN,SEA
2000,1999-12-14,19991214/MIAGSW,MIA,GSW
2000,1999-12-14,19991214/LACLAL,LAC,LAL
2000,1999-12-14,19991214/DETPHX,DET,PHX
2000,1999-12-14,19991214/NYKHOU,NYK,HOU
2000,1999-12-14,19991214/SASDAL,SAS,DAL
2000,1999-12-14,19991214/BOSCLE,BOS,CLE
2000,1999-12-14,19991214/UTAWAS,UTA,WAS
2000,1999-12-14,19991214/MINATL,MIN,ATL
2000,1999-12-15,19991215/CLENJN,CLE,NJN
2000,1999-12-15,19991215/UTABOS,UTA,BOS
2000,1999-12-15,19991215/SACVAN,SAC,VAN
2000,1999-12-15,19991215/HOUSAS,HOU,SAS
2000,1999-12-15,19991215/CHIIND,CHI,IND
2000,1999-12-15,19991215/MINCHH,MIN,CHH
2000,1999-12-15,19991215/MILORL,MIL,ORL
2000,1999-12-15,19991215/TORPHI,TOR,PHI
2000,1999-12-16,19991216/MILMIA,MIL,MIA
2000,1999-12-16,19991216/NJNWAS,NJN,WAS
2000,1999-12-16,19991216/PORSEA,POR,SEA
2000,1999-12-16,19991216/DETGSW,DET,GSW
2000,1999-12-16,19991216/SACDEN,SAC,DEN
2000,1999-12-16,19991216/NYKDAL,NYK,DAL
2000,1999-12-16,19991216/LALATL,LAL,ATL
2000,1999-12-17,19991217/CLECHH,CLE,CHH
2000,1999-12-17,19991217/TORORL,TOR,ORL
2000,1999-12-17,19991217/CHIPHI,CHI,PHI
2000,1999-12-17,19991217/BOSSAS,BOS,SAS
2000,1999-12-17,19991217/GSWLAC,GSW,LAC
2000,1999-12-17,19991217/PHXPOR,PHX,POR
2000,1999-12-17,19991217/LALMIN,LAL,MIN
2000,1999-12-17,19991217/UTAIND,UTA,IND
2000,1999-12-18,19991218/MINDAL,MIN,DAL
2000,1999-12-18,19991218/WASNYK,WAS,NYK
2000,1999-12-18,19991218/CHHMIA,CHH,MIA
2000,1999-12-18,19991218/UTAATL,UTA,ATL
2000,1999-12-18,19991218/NJNCLE,NJN,CLE
2000,1999-12-18,19991218/PHIDET,PHI,DET
2000,1999-12-18,19991218/ORLCHI,ORL,CHI
2000,1999-12-18,19991218/INDMIL,IND,MIL
2000,1999-12-18,19991218/BOSHOU,BOS,HOU
2000,1999-12-18,19991218/SASDEN,SAS,DEN
2000,1999-12-18,19991218/SACPHX,SAC,PHX
2000,1999-12-18,19991218/VANSEA,VAN,SEA
2000,1999-12-19,19991219/ATLNJN,ATL,NJN
2000,1999-12-19,19991219/LALTOR,LAL,TOR
2000,1999-12-19,19991219/LACVAN,LAC,VAN
2000,1999-12-20,19991220/PORDEN,POR,DEN
2000,1999-12-20,19991220/MIADAL,MIA,DAL
2000,1999-12-20,19991220/SEACHI,SEA,CHI
2000,1999-12-20,19991220/UTAORL,UTA,ORL
2000,1999-12-20,19991220/DETPHI,DET,PHI
2000,1999-12-20,19991220/CHHNYK,CHH,NYK
2000,1999-12-20,19991220/LALBOS,LAL,BOS
2000,1999-12-20,19991220/MINCLE,MIN,CLE
2000,1999-12-20,19991220/SACGSW,SAC,GSW
2000,1999-12-20,19991220/MILPHX,MIL,PHX
2000,1999-12-21,19991221/MILSAC,MIL,SAC
2000,1999-12-21,19991221/NJNTOR,NJN,TOR
2000,1999-12-21,19991221/WASDET,WAS,DET
2000,1999-12-21,19991221/SEAIND,SEA,IND
2000,1999-12-21,19991221/PORHOU,POR,HOU
2000,1999-12-21,19991221/PHXSAS,PHX,SAS
2000,1999-12-22,19991222/UTAMIA,UTA,MIA
2000,1999-12-22,19991222/TORNYK,TOR,NYK
2000,1999-12-22,19991222/ATLBOS,ATL,BOS
2000,1999-12-22,19991222/LACGSW,LAC,GSW
2000,1999-12-22,19991222/MINCHI,MIN,CHI
2000,1999-12-22,19991222/ORLCLE,ORL,CLE
2000,1999-12-23,19991223/PHINJN,PHI,NJN
2000,1999-12-23,19991223/SACLAC,SAC,LAC
2000,1999-12-23,19991223/GSWPOR,GSW,POR
2000,1999-12-23,19991223/DENVAN,DEN,VAN
2000,1999-12-23,19991223/DALPHX,DAL,PHX
2000,1999-12-23,19991223/MILSAS,MIL,SAS
2000,1999-12-23,19991223/WASHOU,WAS,HOU
2000,1999-12-23,19991223/SEAMIN,SEA,MIN
2000,1999-12-23,19991223/CLEATL,CLE,ATL
2000,1999-12-23,19991223/ORLCHH,ORL,CHH
2000,1999-12-25,19991225/NYKIND,NYK,IND
2000,1999-12-25,19991225/SASLAL,SAS,LAL
2000,1999-12-26,19991226/HOUWAS,HOU,WAS
2000,1999-12-26,19991226/CHINJN,CHI,NJN
2000,1999-12-26,19991226/TORCLE,TOR,CLE
2000,1999-12-26,19991226/CHHDET,CHH,DET
2000,1999-12-26,19991226/MIAMIL,MIA,MIL
2000,1999-12-26,19991226/VANDEN,VAN,DEN
2000,1999-12-26,19991226/GSWPHX,GSW,PHX
2000,1999-12-26,19991226/BOSLAC,BOS,LAC
2000,1999-12-26,19991226/DALSAC,DAL,SAC
2000,1999-12-26,19991226/PHISEA,PHI,SEA
2000,1999-12-27,19991227/ATLCHH,ATL,CHH
2000,1999-12-27,19991227/MINORL,MIN,ORL
2000,1999-12-27,19991227/PHIVAN,PHI,VAN
2000,1999-12-27,19991227/SASGSW,SAS,GSW
2000,1999-12-27,19991227/DALLAL,DAL,LAL
2000,1999-12-27,19991227/PHXUTA,PHX,UTA
2000,1999-12-27,19991227/INDCHI,IND,CHI
2000,1999-12-28,19991228/TORHOU,TOR,HOU
2000,1999-12-28,19991228/NYKNJN,NYK,NJN
2000,1999-12-28,19991228/SEAPOR,SEA,POR
2000,1999-12-28,19991228/BOSSAC,BOS,SAC
2000,1999-12-28,19991228/LACDEN,LAC,DEN
2000,1999-12-28,19991228/MINMIA,MIN,MIA
2000,1999-12-29,19991229/PHXLAL,PHX,LAL
2000,1999-12-29,19991229/PHIGSW,PHI,GSW
2000,1999-12-29,19991229/SACSEA,SAC,SEA
2000,1999-12-29,19991229/MIAORL,MIA,ORL
2000,1999-12-29,19991229/MILCHH,MIL,CHH
2000,1999-12-29,19991229/INDATL,IND,ATL
2000,1999-12-29,19991229/WASCLE,WAS,CLE
2000,1999-12-29,19991229/DETCHI,DET,CHI
2000,1999-12-29,19991229/VANUTA,VAN,UTA
2000,1999-12-30,19991230/ORLNJN,ORL,NJN
2000,1999-12-30,19991230/SASVAN,SAS,VAN
2000,1999-12-30,19991230/PHIPOR,PHI,POR
2000,1999-12-30,19991230/BOSDEN,BOS,DEN
2000,1999-12-30,19991230/LACHOU,LAC,HOU
2000,1999-12-30,19991230/TORDAL,TOR,DAL
2000,1999-12-30,19991230/CHIMIN,CHI,MIN
2000,1999-12-30,19991230/CLEMIL,CLE,MIL
2000,1999-12-30,19991230/CHHIND,CHH,IND
2000,1999-12-30,19991230/ATLDET,ATL,DET
2000,1999-12-30,19991230/NYKWAS,NYK,WAS
2000,2000-01-02,20000102/ORLMIA,ORL,MIA
2000,2000-01-03,20000103/MILPHI,MIL,PHI
2000,2000-01-03,20000103/GSWWAS,GSW,WAS
2000,2000-01-03,20000103/DETORL,DET,ORL
2000,2000-01-03,20000103/PORCHI,POR,CHI
2000,2000-01-03,20000103/DENUTA,DEN,UTA
2000,2000-01-03,20000103/CLEBOS,CLE,BOS
2000,2000-01-04,20000104/NJNIND,NJN,IND
2000,2000-01-04,20000104/BOSNYK,BOS,NYK
2000,2000-01-04,20000104/VANMIA,VAN,MIA
2000,2000-01-04,20000104/PORTOR,POR,TOR
2000,2000-01-04,20000104/SACCLE,SAC,CLE
2000,2000-01-04,20000104/ATLMIL,ATL,MIL
2000,2000-01-04,20000104/SASMIN,SAS,MIN
2000,2000-01-04,20000104/SEAHOU,SEA,HOU
2000,2000-01-04,20000104/DALDEN,DAL,DEN
2000,2000-01-04,20000104/CHHPHX,CHH,PHX
2000,2000-01-04,20000104/LALLAC,LAL,LAC
2000,2000-01-05,20000105/SEASAS,SEA,SAS
2000,2000-01-05,20000105/DETATL,DET,ATL
2000,2000-01-05,20000105/GSWPHI,GSW,PHI
2000,2000-01-05,20000105/VANORL,VAN,ORL
2000,2000-01-05,20000105/LACLAL,LAC,LAL
2000,2000-01-05,20000105/CHHUTA,CHH,UTA
2000,2000-01-05,20000105/WASCHI,WAS,CHI
2000,2000-01-06,20000106/MILDET,MIL,DET
2000,2000-01-06,20000106/INDDEN,IND,DEN
2000,2000-01-06,20000106/GSWCLE,GSW,CLE
2000,2000-01-06,20000106/SACTOR,SAC,TOR
2000,2000-01-06,20000106/HOUMIA,HOU,MIA
2000,2000-01-06,20000106/UTADAL,UTA,DAL
2000,2000-01-06,20000106/PORMIN,POR,MIN
2000,2000-01-07,20000107/NYKORL,NYK,ORL
2000,2000-01-07,20000107/VANNJN,VAN,NJN
2000,2000-01-07,20000107/SACBOS,SAC,BOS
2000,2000-01-07,20000107/CHHLAL,CHH,LAL
2000,2000-01-07,20000107/SASPHX,SAS,PHX
2000,2000-01-07,20000107/TORATL,TOR,ATL
2000,2000-01-07,20000107/CHIWAS,CHI,WAS
2000,2000-01-08,20000108/NJNMIA,NJN,MIA
2000,2000-01-08,20000108/LALSEA,LAL,SEA
2000,2000-01-08,20000108/PHXPOR,PHX,POR
2000,2000-01-08,20000108/INDLAC,IND,LAC
2000,2000-01-08,20000108/CHHDEN,CHH,DEN
2000,2000-01-08,20000108/ORLSAS,ORL,SAS
2000,2000-01-08,20000108/UTAHOU,UTA,HOU
2000,2000-01-08,20000108/ATLDAL,ATL,DAL
2000,2000-01-08,20000108/WASMIL,WAS,MIL
2000,2000-01-08,20000108/BOSCHI,BOS,CHI
2000,2000-01-08,20000108/MINDET,MIN,DET
2000,2000-01-08,20000108/CLENYK,CLE,NYK
2000,2000-01-09,20000109/MINPHI,MIN,PHI
2000,2000-01-09,20000109/VANTOR,VAN,TOR
2000,2000-01-09,20000109/SEAGSW,SEA,GSW
2000,2000-01-09,20000109/INDSAC,IND,SAC
2000,2000-01-10,20000110/VANBOS,VAN,BOS
2000,2000-01-10,20000110/NJNORL,NJN,ORL
2000,2000-01-10,20000110/LACCLE,LAC,CLE
2000,2000-01-10,20000110/CHHMIL,CHH,MIL
2000,2000-01-10,20000110/UTASAS,UTA,SAS
2000,2000-01-10,20000110/DENLAL,DEN,LAL
2000,2000-01-10,20000110/DALPOR,DAL,POR
2000,2000-01-11,20000111/CHINYK,CHI,NYK
2000,2000-01-11,20000111/TORWAS,TOR,WAS
2000,2000-01-11,20000111/MIAMIN,MIA,MIN
2000,2000-01-11,20000111/DALGSW,DAL,GSW
2000,2000-01-11,20000111/HOUSAC,HOU,SAC
2000,2000-01-11,20000111/PHXSEA,PHX,SEA
2000,2000-01-12,20000112/LACBOS,LAC,BOS
2000,2000-01-12,20000112/SEADEN,SEA,DEN
2000,2000-01-12,20000112/PHXVAN,PHX,VAN
2000,2000-01-12,20000112/CLEPOR,CLE,POR
2000,2000-01-12,20000112/LALMIL,LAL,MIL
2000,2000-01-12,20000112/WASIND,WAS,IND
2000,2000-01-12,20000112/NYKDET,NYK,DET
2000,2000-01-12,20000112/ORLTOR,ORL,TOR
