,+/-,3PA,3PM,AST,BLK,DKPoints,DREB,FGA,FGM,FTA,FTM,MIN,OREB,PF,PTS,REB,STL,TO,game_id,player,position,team,id,away_team_losses,away_team_wins,date,home_team,home_team_losses,home_team_score,home_team_wins,visit_team,visit_team_score
1786,-5.0,2.0,1.0,0.0,0.0,12.5,4.0,5.0,2.0,0.0,0.0,13.0,0.0,3.0,5.0,4.0,1.0,0.0,400828029.0,Christian Wood, PF,Philadelphia 76ers,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1787,11.0,0.0,0.0,6.0,0.0,22.75,3.0,7.0,4.0,0.0,0.0,16.0,0.0,1.0,8.0,3.0,1.0,0.0,400828029.0,Phil Pressey, PG,Philadelphia 76ers,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1788,0.0,6.0,2.0,3.0,0.0,17.25,4.0,11.0,2.0,0.0,0.0,27.0,1.0,1.0,6.0,5.0,0.0,1.0,400828029.0,Isaiah Canaan, PG,Philadelphia 76ers,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1789,-5.0,2.0,1.0,0.0,0.0,11.5,1.0,7.0,3.0,2.0,2.0,15.0,1.0,3.0,9.0,2.0,0.0,1.0,400828029.0,JaKarr Sampson, SG,Philadelphia 76ers,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1790,4.0,6.0,2.0,1.0,0.0,13.25,2.0,8.0,3.0,0.0,0.0,30.0,1.0,0.0,8.0,3.0,0.0,2.0,400828029.0,Hollis Thompson, SG,Philadelphia 76ers,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1791,,,,,,,,,,,,,,,,,,,400828029.0,Richaun Holmes, PF,Philadelphia 76ers,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1792,,,,,,,,,,,,,,,,,,,400828029.0,Carl Landry, PF,Philadelphia 76ers,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1793,,,,,,,,,,,,,,,,,,,400828029.0,Robert Covington, SF,Philadelphia 76ers,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1794,14.0,0.0,0.0,2.0,1.0,46.25,12.0,13.0,5.0,8.0,7.0,34.0,7.0,2.0,17.0,19.0,0.0,2.0,400828029.0,LaMarcus Aldridge, PF,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1795,20.0,2.0,2.0,3.0,1.0,31.75,7.0,9.0,4.0,0.0,0.0,31.0,0.0,1.0,10.0,7.0,3.0,1.0,400828029.0,Kyle Anderson, SF,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1796,17.0,0.0,0.0,2.0,4.0,32.5,3.0,12.0,7.0,3.0,1.0,27.0,1.0,2.0,15.0,4.0,1.0,1.0,400828029.0,Tim Duncan, C,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1797,12.0,0.0,0.0,3.0,0.0,23.0,1.0,10.0,5.0,6.0,6.0,25.0,1.0,0.0,16.0,2.0,1.0,4.0,400828029.0,Tony Parker, PG,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1798,9.0,4.0,1.0,2.0,0.0,12.75,5.0,9.0,1.0,0.0,0.0,28.0,0.0,1.0,3.0,5.0,0.0,0.0,400828029.0,Danny Green, SG,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1799,-6.0,0.0,0.0,5.0,1.0,23.5,3.0,8.0,4.0,2.0,2.0,17.0,1.0,3.0,10.0,4.0,0.0,2.0,400828029.0,David West, PF,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1800,3.0,4.0,1.0,0.0,0.0,6.0,2.0,4.0,1.0,0.0,0.0,16.0,0.0,0.0,3.0,2.0,0.0,0.0,400828029.0,Rasual Butler, SF,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1801,1.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,400828029.0,Boban Marjanovic, C,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1802,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400828029.0,Matt Bonner, C,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1803,-9.0,0.0,0.0,3.0,0.0,13.0,3.0,4.0,0.0,2.0,2.0,16.0,1.0,0.0,2.0,4.0,1.0,1.0,400828029.0,Boris Diaw, C,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1804,4.0,6.0,1.0,1.0,0.0,13.75,1.0,11.0,2.0,0.0,0.0,21.0,0.0,0.0,5.0,1.0,3.0,1.0,400828029.0,Patty Mills, PG,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1805,-13.0,0.0,0.0,0.0,0.0,11.25,3.0,5.0,4.0,0.0,0.0,13.0,0.0,0.0,8.0,3.0,0.0,1.0,400828029.0,Ray McCallum, PG,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1806,-8.0,0.0,0.0,2.0,0.0,9.5,1.0,0.0,0.0,2.0,2.0,9.0,1.0,0.0,2.0,2.0,1.0,0.0,400828029.0,Jonathon Simmons, SG,San Antonio Spurs,400828029,10,0,2015-11-14,San Antonio Spurs,2,92,7,Philadelphia 76ers,83
1807,-4.0,6.0,3.0,0.0,1.0,32.25,5.0,16.0,6.0,6.0,6.0,31.0,0.0,4.0,21.0,5.0,1.0,1.0,400828039.0,Dirk Nowitzki, PF,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1808,6.0,4.0,1.0,1.0,1.0,31.75,5.0,11.0,8.0,3.0,3.0,21.0,0.0,0.0,20.0,5.0,1.0,1.0,400828039.0,Chandler Parsons, SF,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1809,2.0,0.0,0.0,2.0,0.0,13.5,5.0,1.0,0.0,4.0,2.0,29.0,1.0,3.0,2.0,6.0,1.0,2.0,400828039.0,Zaza Pachulia, C,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1810,12.0,2.0,0.0,6.0,0.0,25.75,3.0,10.0,3.0,6.0,6.0,33.0,0.0,3.0,12.0,3.0,1.0,2.0,400828039.0,Deron Williams, PG,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1811,9.0,6.0,1.0,1.0,0.0,14.5,1.0,10.0,2.0,2.0,2.0,29.0,1.0,4.0,7.0,2.0,2.0,2.0,400828039.0,Wesley Matthews, SG,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1812,-3.0,0.0,0.0,0.0,0.0,19.5,6.0,5.0,3.0,3.0,1.0,26.0,2.0,3.0,7.0,8.0,2.0,3.0,400828039.0,Dwight Powell, PF,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1813,14.0,2.0,1.0,0.0,0.0,7.25,1.0,5.0,1.0,0.0,0.0,8.0,2.0,2.0,3.0,3.0,0.0,0.0,400828039.0,Charlie Villanueva, PF,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1814,1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,400828039.0,Jeremy Evans, SF,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1815,-8.0,2.0,1.0,1.0,0.0,11.75,1.0,6.0,3.0,2.0,2.0,13.0,0.0,1.0,9.0,1.0,0.0,1.0,400828039.0,J.J. Barea, PG,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1816,-3.0,1.0,0.0,2.0,0.0,22.25,3.0,7.0,3.0,4.0,3.0,23.0,0.0,2.0,9.0,3.0,4.0,3.0,400828039.0,Devin Harris, PG,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1817,8.0,1.0,0.0,3.0,0.0,8.75,3.0,5.0,1.0,0.0,0.0,25.0,0.0,1.0,2.0,3.0,0.0,3.0,400828039.0,Raymond Felton, PG,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1818,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,400828039.0,Justin Anderson, SG,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1819,,,,,,,,,,,,,,,,,,,400828039.0,Salah Mejri, C,Dallas Mavericks,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1820,-4.0,0.0,0.0,1.0,1.0,33.5,10.0,12.0,5.0,4.0,2.0,38.0,2.0,3.0,12.0,12.0,2.0,5.0,400828039.0,Nerlens Noel, PF,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1821,-21.0,1.0,0.0,0.0,0.0,17.25,2.0,10.0,5.0,5.0,3.0,29.0,1.0,5.0,13.0,3.0,1.0,3.0,400828039.0,Jerami Grant, SF,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1822,-13.0,0.0,0.0,1.0,2.0,39.75,9.0,15.0,8.0,3.0,3.0,33.0,2.0,5.0,19.0,11.0,1.0,4.0,400828039.0,Jahlil Okafor, C,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1823,5.0,3.0,1.0,6.0,1.0,35.25,6.0,9.0,6.0,0.0,0.0,34.0,1.0,4.0,13.0,7.0,2.0,4.0,400828039.0,T.J. McConnell, PG,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1824,-14.0,2.0,0.0,1.0,0.0,3.5,2.0,4.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,2.0,0.0,1.0,400828039.0,Nik Stauskas, SG,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1825,9.0,4.0,0.0,2.0,0.0,16.25,3.0,8.0,2.0,4.0,3.0,20.0,2.0,4.0,7.0,5.0,1.0,4.0,400828039.0,Robert Covington, SF,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1826,-1.0,8.0,1.0,1.0,0.0,7.75,1.0,9.0,1.0,1.0,0.0,25.0,0.0,0.0,3.0,1.0,1.0,1.0,400828039.0,Isaiah Canaan, PG,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1827,3.0,0.0,0.0,2.0,0.0,11.0,2.0,3.0,3.0,2.0,1.0,15.0,0.0,3.0,7.0,2.0,0.0,3.0,400828039.0,JaKarr Sampson, SG,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1828,6.0,4.0,3.0,2.0,0.0,21.25,3.0,6.0,4.0,1.0,1.0,29.0,0.0,3.0,12.0,3.0,1.0,2.0,400828039.0,Hollis Thompson, SG,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1829,,,,,,,,,,,,,,,,,,,400828039.0,Richaun Holmes, PF,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1830,,,,,,,,,,,,,,,,,,,400828039.0,Christian Wood, PF,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1831,,,,,,,,,,,,,,,,,,,400828039.0,Carl Landry, PF,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1832,,,,,,,,,,,,,,,,,,,400828039.0,Phil Pressey, PG,Philadelphia 76ers,400828039,4,7,2015-11-16,Philadelphia 76ers,11,86,0,Dallas Mavericks,92
1833,24.0,0.0,0.0,2.0,1.0,21.0,3.0,5.0,3.0,2.0,1.0,19.0,3.0,2.0,7.0,6.0,1.0,1.0,400828054.0,Lavoy Allen, PF,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1834,29.0,7.0,4.0,4.0,0.0,32.0,1.0,12.0,7.0,2.0,2.0,30.0,1.0,2.0,20.0,2.0,1.0,1.0,400828054.0,C.J. Miles, SF,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1835,23.0,10.0,5.0,5.0,0.0,61.0,7.0,24.0,13.0,4.0,3.0,32.0,1.0,3.0,34.0,8.0,4.0,2.0,400828054.0,Paul George, SF,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1836,43.0,0.0,0.0,2.0,2.0,23.75,4.0,4.0,1.0,0.0,0.0,28.0,3.0,3.0,2.0,7.0,3.0,0.0,400828054.0,Ian Mahinmi, C,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1837,29.0,2.0,1.0,9.0,2.0,30.25,3.0,7.0,3.0,0.0,0.0,27.0,0.0,1.0,7.0,3.0,2.0,5.0,400828054.0,Monta Ellis, SG,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1838,-1.0,1.0,0.0,1.0,0.0,13.25,5.0,5.0,2.0,0.0,0.0,11.0,0.0,1.0,4.0,5.0,1.0,1.0,400828054.0,Solomon Hill, SF,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1839,6.0,4.0,1.0,1.0,2.0,30.0,3.0,13.0,5.0,4.0,4.0,31.0,3.0,2.0,15.0,6.0,1.0,1.0,400828054.0,Chase Budinger, SF,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1840,-16.0,0.0,0.0,1.0,1.0,22.25,2.0,9.0,4.0,3.0,2.0,21.0,5.0,3.0,10.0,7.0,1.0,4.0,400828054.0,Jordan Hill, C,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1841,-2.0,2.0,0.0,3.0,0.0,12.75,1.0,8.0,1.0,2.0,2.0,21.0,0.0,0.0,4.0,1.0,2.0,2.0,400828054.0,Joe Young, PG,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1842,0.0,1.0,1.0,0.0,0.0,16.75,3.0,5.0,3.0,3.0,2.0,21.0,0.0,0.0,9.0,3.0,2.0,1.0,400828054.0,Glenn Robinson III, SG,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1843,,,,,,,,,,,,,,,,,,,400828054.0,Myles Turner, PF,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1844,,,,,,,,,,,,,,,,,,,400828054.0,Rodney Stuckey, PG,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1845,,,,,,,,,,,,,,,,,,,400828054.0,George Hill, PG,Indiana Pacers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1846,-23.0,0.0,0.0,0.0,0.0,4.75,2.0,3.0,1.0,0.0,0.0,24.0,1.0,0.0,2.0,3.0,0.0,2.0,400828054.0,Nerlens Noel, PF,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1847,-16.0,1.0,0.0,1.0,3.0,24.5,2.0,6.0,4.0,6.0,5.0,29.0,2.0,1.0,13.0,4.0,0.0,2.0,400828054.0,Jerami Grant, SF,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1848,-30.0,0.0,0.0,0.0,0.0,22.0,5.0,11.0,6.0,4.0,2.0,31.0,1.0,1.0,14.0,6.0,1.0,3.0,400828054.0,Jahlil Okafor, C,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1849,-9.0,3.0,2.0,3.0,0.0,26.5,6.0,9.0,7.0,0.0,0.0,20.0,0.0,0.0,16.0,6.0,0.0,5.0,400828054.0,T.J. McConnell, PG,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1850,-7.0,4.0,1.0,1.0,1.0,13.25,0.0,8.0,3.0,0.0,0.0,21.0,1.0,2.0,7.0,1.0,1.0,2.0,400828054.0,Nik Stauskas, SG,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1851,3.0,0.0,0.0,1.0,2.0,12.75,3.0,2.0,1.0,0.0,0.0,11.0,0.0,2.0,2.0,3.0,1.0,1.0,400828054.0,Christian Wood, PF,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1852,-19.0,5.0,0.0,1.0,1.0,19.75,5.0,13.0,4.0,0.0,0.0,23.0,0.0,2.0,8.0,5.0,2.0,4.0,400828054.0,Robert Covington, SF,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1853,-8.0,1.0,1.0,5.0,0.0,21.25,3.0,6.0,4.0,0.0,0.0,19.0,0.0,2.0,9.0,3.0,1.0,3.0,400828054.0,Phil Pressey, PG,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1854,-7.0,5.0,1.0,0.0,1.0,5.0,0.0,5.0,1.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0,1.0,400828054.0,Isaiah Canaan, PG,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1855,1.0,0.0,0.0,0.0,0.0,10.25,3.0,4.0,3.0,4.0,2.0,19.0,0.0,2.0,8.0,3.0,0.0,3.0,400828054.0,JaKarr Sampson, SG,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1856,-20.0,6.0,0.0,2.0,0.0,21.75,7.0,9.0,1.0,2.0,1.0,27.0,2.0,5.0,3.0,9.0,3.0,3.0,400828054.0,Hollis Thompson, SG,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1857,,,,,,,,,,,,,,,,,,,400828054.0,Richaun Holmes, PF,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1858,,,,,,,,,,,,,,,,,,,400828054.0,Carl Landry, PF,Philadelphia 76ers,400828054,5,7,2015-11-18,Philadelphia 76ers,12,85,0,Indiana Pacers,112
1859,-10.0,4.0,0.0,3.0,1.0,19.25,3.0,7.0,1.0,7.0,7.0,23.0,0.0,5.0,9.0,3.0,1.0,4.0,400828065.0,Robert Covington, SF,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1860,-19.0,0.0,0.0,1.0,1.0,23.25,2.0,9.0,6.0,2.0,0.0,24.0,3.0,4.0,12.0,5.0,1.0,1.0,400828065.0,Jerami Grant, SF,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1861,-9.0,0.0,0.0,2.0,0.0,20.25,5.0,12.0,4.0,3.0,2.0,30.0,2.0,0.0,10.0,7.0,0.0,3.0,400828065.0,Jahlil Okafor, C,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1862,-12.0,3.0,1.0,6.0,0.0,24.75,6.0,8.0,2.0,0.0,0.0,27.0,1.0,2.0,5.0,7.0,1.0,1.0,400828065.0,T.J. McConnell, PG,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1863,-2.0,8.0,3.0,3.0,1.0,25.5,1.0,12.0,5.0,2.0,2.0,32.0,1.0,0.0,15.0,2.0,0.0,0.0,400828065.0,Nik Stauskas, SG,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1864,-6.0,0.0,0.0,0.0,0.0,26.25,8.0,9.0,7.0,4.0,2.0,27.0,1.0,3.0,16.0,9.0,0.0,2.0,400828065.0,Nerlens Noel, PF,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1865,-13.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,400828065.0,Christian Wood, PF,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1866,-8.0,3.0,1.0,2.0,0.0,15.5,2.0,7.0,3.0,2.0,1.0,21.0,0.0,2.0,8.0,2.0,1.0,1.0,400828065.0,Isaiah Canaan, PG,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1867,-15.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,400828065.0,Phil Pressey, PG,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1868,-22.0,6.0,3.0,0.0,2.0,20.0,3.0,9.0,3.0,0.0,0.0,29.0,1.0,1.0,9.0,4.0,1.0,3.0,400828065.0,Hollis Thompson, SG,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1869,-9.0,2.0,0.0,2.0,0.0,9.75,3.0,4.0,1.0,2.0,2.0,14.0,0.0,1.0,4.0,3.0,0.0,2.0,400828065.0,JaKarr Sampson, SG,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1870,,,,,,,,,,,,,,,,,,,400828065.0,Carl Landry, PF,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1871,,,,,,,,,,,,,,,,,,,400828065.0,Richaun Holmes, PF,Philadelphia 76ers,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1872,18.0,3.0,2.0,0.0,2.0,28.75,6.0,7.0,3.0,3.0,3.0,29.0,3.0,2.0,11.0,9.0,1.0,1.0,400828065.0,Marvin Williams, PF,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1873,18.0,0.0,0.0,2.0,5.0,54.5,9.0,19.0,11.0,5.0,4.0,31.0,1.0,5.0,26.0,10.0,1.0,1.0,400828065.0,Al Jefferson, C,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1874,6.0,3.0,1.0,2.0,1.0,18.25,3.0,8.0,3.0,2.0,2.0,29.0,0.0,1.0,9.0,3.0,0.0,0.0,400828065.0,Jeremy Lin, PG,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1875,18.0,5.0,2.0,7.0,0.0,39.0,2.0,12.0,7.0,4.0,4.0,35.0,0.0,1.0,20.0,2.0,3.0,2.0,400828065.0,Kemba Walker, PG,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1876,16.0,4.0,3.0,3.0,0.0,23.0,3.0,9.0,4.0,3.0,3.0,32.0,1.0,2.0,14.0,4.0,0.0,4.0,400828065.0,Nicolas Batum, SG,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1877,9.0,1.0,1.0,1.0,0.0,10.25,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,400828065.0,Tyler Hansbrough, PF,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1878,-2.0,4.0,0.0,2.0,0.0,12.25,5.0,6.0,1.0,2.0,2.0,15.0,0.0,3.0,4.0,5.0,0.0,2.0,400828065.0,Spencer Hawes, PF,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1879,7.0,1.0,1.0,3.0,2.0,21.75,3.0,4.0,4.0,0.0,0.0,19.0,0.0,3.0,9.0,3.0,0.0,0.0,400828065.0,Frank Kaminsky III, C,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1880,7.0,0.0,0.0,3.0,0.0,6.5,0.0,3.0,1.0,0.0,0.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,400828065.0,Brian Roberts, PG,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1881,14.0,4.0,2.0,2.0,0.0,22.25,3.0,10.0,4.0,3.0,3.0,30.0,0.0,3.0,13.0,3.0,1.0,1.0,400828065.0,Jeremy Lamb, SG,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1882,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,400828065.0,Troy Daniels, SG,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1883,7.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,400828065.0,Aaron Harrison, SG,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1884,,,,,,,,,,,,,,,,,,,400828065.0,Cody Zeller, PF,Charlotte Hornets,400828065,13,0,2015-11-20,Charlotte Hornets,6,113,7,Philadelphia 76ers,88
1885,-22.0,0.0,0.0,2.0,0.0,26.0,5.0,9.0,4.0,4.0,2.0,30.0,3.0,5.0,10.0,8.0,2.0,2.0,400828080.0,Nerlens Noel, PF,Philadelphia 76ers,400828080,14,0,2015-11-21,Miami Heat,4,96,8,Philadelphia 76ers,91
