,+/-,3PA,3PM,AST,BLK,DKPoints,DREB,FGA,FGM,FTA,FTM,MIN,OREB,PF,PTS,REB,STL,TO,game_id,player,position,team,id,away_team_losses,away_team_wins,date,home_team,home_team_losses,home_team_score,home_team_wins,visit_team,visit_team_score
4616,5.0,4.0,2.0,0.0,1.0,10.0,0.0,4.0,2.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,1.0,2.0,400828180.0,Jason Terry, SG,Houston Rockets,400828180,14,7,2015-12-05,Houston Rockets,11,120,10,Sacramento Kings,113
4617,3.0,4.0,1.0,2.0,0.0,12.25,2.0,6.0,2.0,2.0,1.0,13.0,1.0,3.0,6.0,3.0,0.0,2.0,400828180.0,Corey Brewer, SG,Houston Rockets,400828180,14,7,2015-12-05,Houston Rockets,11,120,10,Sacramento Kings,113
4618,,,,,,,,,,,,,,,,,,,400828180.0,Montrezl Harrell, PF,Houston Rockets,400828180,14,7,2015-12-05,Houston Rockets,11,120,10,Sacramento Kings,113
4619,-7.0,3.0,0.0,0.0,1.0,34.5,7.0,20.0,5.0,9.0,3.0,36.0,3.0,2.0,13.0,10.0,3.0,1.0,400828190.0,DeMarcus Cousins, PF,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4620,-3.0,6.0,2.0,3.0,0.0,38.75,4.0,18.0,8.0,2.0,2.0,36.0,3.0,2.0,20.0,7.0,3.0,3.0,400828190.0,Rudy Gay, SF,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4621,-8.0,4.0,2.0,0.0,1.0,18.5,3.0,9.0,4.0,4.0,1.0,28.0,1.0,3.0,11.0,4.0,0.0,1.0,400828190.0,Omri Casspi, SF,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4622,0.0,1.0,0.0,10.0,0.0,38.75,7.0,9.0,3.0,2.0,1.0,36.0,2.0,3.0,7.0,9.0,3.0,1.0,400828190.0,Rajon Rondo, PG,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4623,-8.0,0.0,0.0,0.0,0.0,2.75,1.0,2.0,1.0,0.0,0.0,20.0,0.0,2.0,2.0,1.0,0.0,1.0,400828190.0,Ben McLemore, SG,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4624,-3.0,0.0,0.0,0.0,3.0,19.75,1.0,5.0,4.0,4.0,2.0,15.0,2.0,3.0,10.0,3.0,0.0,0.0,400828190.0,Kosta Koufos, C,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4625,9.0,4.0,2.0,5.0,0.0,30.0,1.0,10.0,4.0,6.0,6.0,33.0,1.0,2.0,16.0,2.0,2.0,2.0,400828190.0,Darren Collison, PG,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4626,1.0,0.0,0.0,0.0,0.0,0.75,1.0,2.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,1.0,0.0,1.0,400828190.0,James Anderson, SG,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4627,4.0,6.0,1.0,2.0,0.0,22.5,3.0,13.0,6.0,3.0,3.0,26.0,1.0,1.0,16.0,4.0,0.0,4.0,400828190.0,Marco Belinelli, SG,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4628,,,,,,,,,,,,,,,,,,,400828190.0,Eric Moreland, PF,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4629,,,,,,,,,,,,,,,,,,,400828190.0,Caron Butler, SF,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4630,,,,,,,,,,,,,,,,,,,400828190.0,Quincy Acy, SF,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4631,,,,,,,,,,,,,,,,,,,400828190.0,Seth Curry, SG,Sacramento Kings,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4632,10.0,0.0,0.0,0.0,3.0,26.75,2.0,8.0,6.0,0.0,0.0,19.0,5.0,5.0,12.0,7.0,0.0,0.0,400828190.0,Serge Ibaka, PF,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4633,6.0,6.0,1.0,4.0,0.0,37.5,10.0,13.0,7.0,7.0,5.0,39.0,0.0,1.0,20.0,10.0,1.0,10.0,400828190.0,Kevin Durant, SF,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4634,14.0,0.0,0.0,1.0,1.0,26.5,6.0,8.0,3.0,0.0,0.0,29.0,6.0,3.0,6.0,12.0,1.0,0.0,400828190.0,Steven Adams, C,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4635,13.0,3.0,1.0,10.0,0.0,57.25,11.0,13.0,7.0,5.0,4.0,38.0,0.0,2.0,19.0,11.0,3.0,3.0,400828190.0,Russell Westbrook, PG,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4636,12.0,1.0,0.0,1.0,1.0,13.25,2.0,7.0,1.0,2.0,1.0,30.0,3.0,3.0,3.0,5.0,1.0,3.0,400828190.0,Andre Roberson, SG,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4637,-11.0,1.0,0.0,0.0,0.0,9.25,2.0,4.0,1.0,1.0,0.0,14.0,1.0,4.0,2.0,3.0,2.0,1.0,400828190.0,Kyle Singler, SF,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4638,-11.0,0.0,0.0,0.0,1.0,29.5,6.0,9.0,4.0,9.0,6.0,20.0,4.0,2.0,14.0,10.0,0.0,1.0,400828190.0,Enes Kanter, C,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4639,-4.0,2.0,1.0,0.0,0.0,6.75,3.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,1.0,400828190.0,Cameron Payne, PG,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4640,-10.0,2.0,0.0,0.0,0.0,-0.5,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,400828190.0,D.J. Augustin, PG,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4641,0.0,3.0,1.0,0.0,0.0,9.5,0.0,7.0,3.0,3.0,2.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0,400828190.0,Anthony Morrow, SG,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4642,-4.0,4.0,2.0,2.0,0.0,14.75,1.0,12.0,2.0,4.0,4.0,27.0,0.0,1.0,10.0,1.0,0.0,1.0,400828190.0,Dion Waiters, SG,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4643,,,,,,,,,,,,,,,,,,,400828190.0,Nick Collison, PF,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4644,,,,,,,,,,,,,,,,,,,400828190.0,Steve Novak, SF,Oklahoma City Thunder,400828190,15,7,2015-12-06,Oklahoma City Thunder,8,98,12,Sacramento Kings,95
4645,-16.0,0.0,0.0,4.0,0.0,35.0,4.0,13.0,5.0,7.0,4.0,35.0,6.0,4.0,14.0,10.0,1.0,2.0,400828205.0,Derrick Favors, PF,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4646,-12.0,1.0,1.0,0.0,0.0,11.25,2.0,5.0,3.0,0.0,0.0,18.0,1.0,2.0,7.0,3.0,0.0,0.0,400828205.0,Trey Lyles, PF,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4647,-7.0,6.0,3.0,6.0,0.0,43.0,8.0,12.0,6.0,4.0,3.0,37.0,0.0,2.0,18.0,8.0,3.0,3.0,400828205.0,Gordon Hayward, SF,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4648,-11.0,3.0,1.0,1.0,0.0,6.0,0.0,5.0,2.0,0.0,0.0,11.0,0.0,1.0,5.0,0.0,0.0,2.0,400828205.0,Raul Neto, PG,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4649,-15.0,8.0,5.0,3.0,0.0,27.5,2.0,12.0,6.0,0.0,0.0,34.0,0.0,2.0,17.0,2.0,1.0,2.0,400828205.0,Rodney Hood, SG,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4650,6.0,1.0,0.0,1.0,0.0,29.5,3.0,10.0,4.0,6.0,4.0,27.0,7.0,2.0,12.0,10.0,1.0,0.0,400828205.0,Trevor Booker, PF,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4651,-3.0,3.0,1.0,2.0,0.0,6.5,0.0,3.0,1.0,0.0,0.0,14.0,0.0,1.0,3.0,0.0,0.0,0.0,400828205.0,Joe Ingles, SF,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4652,8.0,0.0,0.0,0.0,0.0,6.25,2.0,3.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,5.0,0.0,0.0,400828205.0,Jeff Withey, C,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4653,-1.0,8.0,2.0,3.0,0.0,21.0,1.0,14.0,5.0,0.0,0.0,21.0,1.0,3.0,12.0,2.0,1.0,2.0,400828205.0,Trey Burke, PG,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4654,11.0,6.0,2.0,3.0,0.0,28.0,3.0,15.0,6.0,5.0,4.0,30.0,1.0,4.0,18.0,4.0,0.0,1.0,400828205.0,Alec Burks, SG,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4655,,,,,,,,,,,,,,,,,,,400828205.0,Chris Johnson, SF,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4656,,,,,,,,,,,,,,,,,,,400828205.0,Rudy Gobert, C,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4657,,,,,,,,,,,,,,,,,,,400828205.0,Elijah Millsap, SG,Utah Jazz,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4658,4.0,3.0,1.0,6.0,0.0,48.5,10.0,14.0,8.0,10.0,6.0,37.0,2.0,6.0,23.0,12.0,1.0,5.0,400828205.0,DeMarcus Cousins, PF,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4659,14.0,3.0,1.0,1.0,1.0,31.5,4.0,13.0,10.0,2.0,2.0,35.0,0.0,3.0,23.0,4.0,0.0,1.0,400828205.0,Rudy Gay, SF,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4660,15.0,8.0,3.0,4.0,0.0,41.5,9.0,16.0,7.0,3.0,2.0,41.0,1.0,4.0,19.0,10.0,1.0,2.0,400828205.0,Omri Casspi, SF,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4661,6.0,2.0,1.0,13.0,0.0,48.25,6.0,8.0,5.0,7.0,6.0,37.0,1.0,0.0,17.0,7.0,2.0,6.0,400828205.0,Rajon Rondo, PG,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4662,10.0,4.0,2.0,2.0,0.0,20.0,0.0,6.0,4.0,0.0,0.0,26.0,2.0,2.0,10.0,2.0,2.0,1.0,400828205.0,Ben McLemore, SG,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4663,1.0,0.0,0.0,0.0,1.0,13.0,1.0,5.0,3.0,0.0,0.0,18.0,3.0,0.0,6.0,4.0,0.0,0.0,400828205.0,Kosta Koufos, C,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4664,-5.0,3.0,0.0,1.0,0.0,7.5,0.0,8.0,3.0,0.0,0.0,25.0,0.0,1.0,6.0,0.0,0.0,0.0,400828205.0,Darren Collison, PG,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4665,-5.0,5.0,2.0,2.0,0.0,15.25,1.0,7.0,3.0,2.0,2.0,20.0,0.0,2.0,10.0,1.0,0.0,0.0,400828205.0,Marco Belinelli, SG,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4666,,,,,,,,,,,,,,,,,,,400828205.0,Eric Moreland, PF,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4667,,,,,,,,,,,,,,,,,,,400828205.0,Caron Butler, SF,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4668,,,,,,,,,,,,,,,,,,,400828205.0,Quincy Acy, SF,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4669,,,,,,,,,,,,,,,,,,,400828205.0,James Anderson, SG,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4670,,,,,,,,,,,,,,,,,,,400828205.0,Seth Curry, SG,Sacramento Kings,400828205,10,9,2015-12-08,Sacramento Kings,15,114,8,Utah Jazz,106
4671,1.0,7.0,3.0,4.0,2.0,38.5,4.0,17.0,6.0,3.0,3.0,35.0,4.0,0.0,18.0,8.0,0.0,2.0,400827889.0,Kevin Love, PF,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4672,1.0,5.0,1.0,5.0,0.0,48.5,10.0,22.0,12.0,3.0,0.0,36.0,0.0,3.0,25.0,10.0,1.0,1.0,400827889.0,LeBron James, SF,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4673,-1.0,0.0,0.0,2.0,2.0,16.75,3.0,6.0,2.0,2.0,1.0,21.0,2.0,2.0,5.0,5.0,0.0,3.0,400827889.0,Timofey Mozgov, C,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4674,5.0,7.0,3.0,7.0,1.0,39.5,4.0,15.0,7.0,3.0,2.0,37.0,0.0,2.0,19.0,4.0,1.0,1.0,400827889.0,Mo Williams, PG,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4675,0.0,2.0,0.0,3.0,0.0,20.75,4.0,10.0,3.0,4.0,2.0,30.0,1.0,4.0,8.0,5.0,1.0,0.0,400827889.0,J.R. Smith, SG,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4676,9.0,0.0,0.0,0.0,1.0,6.5,1.0,1.0,0.0,2.0,2.0,12.0,1.0,1.0,2.0,2.0,0.0,0.0,400827889.0,Anderson Varejao, PF,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4677,-5.0,4.0,2.0,1.0,0.0,14.0,0.0,7.0,4.0,0.0,0.0,17.0,0.0,3.0,10.0,0.0,1.0,1.0,400827889.0,Richard Jefferson, SF,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4678,-6.0,0.0,0.0,0.0,0.0,18.5,10.0,4.0,1.0,0.0,0.0,25.0,2.0,4.0,2.0,12.0,1.0,1.0,400827889.0,Tristan Thompson, C,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4679,1.0,2.0,0.0,4.0,0.0,16.5,3.0,8.0,3.0,0.0,0.0,20.0,1.0,1.0,6.0,4.0,0.0,1.0,400827889.0,Matthew Dellavedova, PG,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4680,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,400827889.0,Jared Cunningham, SG,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4681,-7.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,400827889.0,James Jones, SG,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4682,,,,,,,,,,,,,,,,,,,400827889.0,Sasha Kaun, C,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4683,,,,,,,,,,,,,,,,,,,400827889.0,Joe Harris, SG,Cleveland Cavaliers,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4684,9.0,4.0,3.0,1.0,0.0,33.25,7.0,11.0,6.0,4.0,4.0,25.0,2.0,5.0,19.0,9.0,1.0,4.0,400827889.0,Nikola Mirotic, PF,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4685,-1.0,5.0,2.0,0.0,0.0,14.0,2.0,9.0,4.0,2.0,1.0,29.0,0.0,4.0,11.0,2.0,0.0,1.0,400827889.0,Tony Snell, SF,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4686,-8.0,1.0,0.0,0.0,6.0,18.5,2.0,7.0,1.0,0.0,0.0,32.0,0.0,1.0,2.0,2.0,1.0,0.0,400827889.0,Pau Gasol, C,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4687,-1.0,2.0,0.0,5.0,0.0,27.75,1.0,22.0,8.0,4.0,2.0,32.0,0.0,0.0,18.0,1.0,1.0,2.0,400827889.0,Derrick Rose, PG,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4688,3.0,2.0,0.0,2.0,1.0,32.25,4.0,14.0,6.0,5.0,5.0,37.0,1.0,1.0,17.0,5.0,2.0,0.0,400827889.0,Jimmy Butler, SG,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4689,2.0,0.0,0.0,0.0,3.0,22.0,8.0,3.0,1.0,4.0,3.0,22.0,2.0,6.0,5.0,10.0,0.0,3.0,400827889.0,Taj Gibson, PF,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4690,-2.0,2.0,1.0,0.0,0.0,13.5,4.0,4.0,3.0,2.0,1.0,16.0,0.0,0.0,8.0,4.0,0.0,0.0,400827889.0,Doug McDermott, SF,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4691,1.0,0.0,0.0,4.0,0.0,18.75,7.0,0.0,0.0,2.0,0.0,17.0,2.0,1.0,0.0,9.0,1.0,1.0,400827889.0,Joakim Noah, C,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4692,3.0,1.0,0.0,0.0,0.0,7.5,2.0,9.0,3.0,0.0,0.0,16.0,0.0,1.0,6.0,2.0,0.0,2.0,400827889.0,Aaron Brooks, PG,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4693,4.0,2.0,1.0,1.0,0.0,16.75,3.0,8.0,5.0,0.0,0.0,14.0,0.0,3.0,11.0,3.0,0.0,0.0,400827889.0,E'Twaun Moore, SG,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4694,,,,,,,,,,,,,,,,,,,400827889.0,Cameron Bairstow, PF,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4695,,,,,,,,,,,,,,,,,,,400827889.0,Bobby Portis, PF,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4696,,,,,,,,,,,,,,,,,,,400827889.0,Kirk Hinrich, SG,Chicago Bulls,400827889,1,0,2015-10-27,Chicago Bulls,0,97,1,Cleveland Cavaliers,95
4697,2.0,8.0,3.0,0.0,0.0,33.0,5.0,14.0,7.0,6.0,5.0,39.0,1.0,1.0,22.0,6.0,2.0,4.0,400827912.0,Nikola Mirotic, PF,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4698,-2.0,2.0,0.0,1.0,0.0,10.0,1.0,5.0,2.0,0.0,0.0,30.0,1.0,4.0,4.0,2.0,1.0,0.0,400827912.0,Tony Snell, SF,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4699,-16.0,1.0,0.0,3.0,3.0,45.5,9.0,14.0,7.0,2.0,2.0,32.0,3.0,4.0,16.0,12.0,2.0,3.0,400827912.0,Pau Gasol, C,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4700,-14.0,1.0,0.0,6.0,0.0,17.0,2.0,13.0,4.0,0.0,0.0,34.0,0.0,3.0,8.0,2.0,0.0,5.0,400827912.0,Derrick Rose, PG,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4701,-2.0,3.0,1.0,0.0,0.0,44.25,11.0,19.0,5.0,14.0,12.0,42.0,0.0,3.0,23.0,11.0,3.0,1.0,400827912.0,Jimmy Butler, SG,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4702,1.0,0.0,0.0,0.0,3.0,22.25,4.0,7.0,4.0,2.0,0.0,20.0,3.0,5.0,8.0,7.0,0.0,1.0,400827912.0,Taj Gibson, PF,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4703,4.0,2.0,2.0,2.0,0.0,10.25,1.0,4.0,2.0,0.0,0.0,15.0,0.0,3.0,6.0,1.0,0.0,2.0,400827912.0,Doug McDermott, SF,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4704,2.0,0.0,0.0,2.0,1.0,9.75,3.0,1.0,1.0,2.0,0.0,17.0,0.0,0.0,2.0,3.0,0.0,2.0,400827912.0,Joakim Noah, C,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4705,10.0,4.0,1.0,4.0,0.0,16.5,4.0,6.0,2.0,0.0,0.0,18.0,0.0,1.0,5.0,4.0,0.0,0.0,400827912.0,Aaron Brooks, PG,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4706,-5.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,1.0,400827912.0,E'Twaun Moore, SG,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4707,,,,,,,,,,,,,,,,,,,400827912.0,Bobby Portis, PF,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4708,,,,,,,,,,,,,,,,,,,400827912.0,Cristiano Felicio, PF,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4709,,,,,,,,,,,,,,,,,,,400827912.0,Kirk Hinrich, SG,Chicago Bulls,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4710,6.0,2.0,2.0,2.0,0.0,37.75,6.0,15.0,10.0,9.0,4.0,42.0,1.0,4.0,26.0,7.0,0.0,2.0,400827912.0,Marcus Morris, PF,Detroit Pistons,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4711,6.0,3.0,0.0,0.0,0.0,7.75,2.0,5.0,1.0,0.0,0.0,22.0,3.0,3.0,2.0,5.0,0.0,1.0,400827912.0,Ersan Ilyasova, PF,Detroit Pistons,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4712,12.0,0.0,0.0,0.0,2.0,53.0,11.0,19.0,8.0,10.0,4.0,39.0,9.0,3.0,20.0,20.0,2.0,3.0,400827912.0,Andre Drummond, C,Detroit Pistons,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4713,7.0,4.0,1.0,7.0,0.0,43.25,6.0,24.0,9.0,4.0,3.0,37.0,1.0,3.0,22.0,7.0,2.0,5.0,400827912.0,Reggie Jackson, PG,Detroit Pistons,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4714,8.0,5.0,0.0,2.0,0.0,17.0,3.0,12.0,2.0,2.0,2.0,39.0,1.0,2.0,6.0,4.0,2.0,2.0,400827912.0,Kentavious Caldwell-Pope, SG,Detroit Pistons,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4715,2.0,8.0,3.0,0.0,0.0,20.25,3.0,9.0,4.0,0.0,0.0,30.0,0.0,1.0,11.0,3.0,2.0,0.0,400827912.0,Anthony Tolliver, PF,Detroit Pistons,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4716,-4.0,1.0,0.0,1.0,0.0,15.0,2.0,8.0,3.0,1.0,1.0,12.0,2.0,1.0,7.0,4.0,1.0,1.0,400827912.0,Stanley Johnson, SF,Detroit Pistons,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4717,-6.0,1.0,0.0,0.0,0.0,2.5,1.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,2.0,0.0,0.0,400827912.0,Reggie Bullock, SF,Detroit Pistons,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4718,-8.0,0.0,0.0,1.0,0.0,13.0,5.0,4.0,2.0,2.0,0.0,14.0,1.0,1.0,4.0,6.0,0.0,0.0,400827912.0,Aron Baynes, C,Detroit Pistons,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4719,-3.0,4.0,0.0,5.0,0.0,11.25,2.0,7.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,3.0,0.0,0.0,400827912.0,Steve Blake, PG,Detroit Pistons,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
4720,,,,,,,,,,,,,,,,,,,400827912.0,Darrun Hilliard, SF,Detroit Pistons,400827912,1,2,2015-10-30,Detroit Pistons,0,98,3,Chicago Bulls,94
