AvgPts,Ceiling,CeilingPct,Consistency,Floor,FloorPct,ImpPts,OppPlusMinusPct,Plus_Minus,ProjPlusMinusPct,Score,Season_PPG,Season_Plus_Minus,Upside,Vegas,AdjYPA,PassINTPct,PassSackPct,PassTDPct,PassingSuccessfulPct,YardsPerPassingAttempt,ActualPoints
16.4,26.1,31,100,6.7,29,12.49,97,30,67,30.0,12.1,-0.5,54,31,5.25,4.3,7.0,4.6,49.84,7.44,2.62
17.8,28.1,51,31,7.5,47,14.31,12,23,55,23.0,13.5,-1.5,54,19,3.77,3.9,7.3,1.3,44.61,7.66,20.14
19.6,31.0,76,16,8.2,56,15.52,10,13,62,13.0,11.1,-5.5,54,98,6.23,1.6,6.4,3.9,47.65,6.95,12.66
18.1,28.1,53,31,8.1,55,15.92,65,73,35,73.0,19.3,4.0,54,49,7.77,2.1,5.2,5.5,51.14,7.8,19.34
16.7,25.7,27,16,7.7,47,11.69,62,15,82,15.0,6.5,-5.0,54,24,4.3,0.0,12.1,0.0,46.17,6.39,19.36
18.0,28.8,58,40,7.2,39,15.52,39,23,40,23.0,15.0,-1.3,54,85,6.5,2.3,6.4,4.9,45.99,6.8,26.36
21.2,31.1,75,26,11.3,94,18.14,32,22,40,22.0,17.9,-1.0,98,88,7.58,1.3,6.8,5.3,47.53,7.3,31.88
14.4,23.6,11,40,5.2,8,12.09,37,30,46,30.0,12.7,0.0,54,19,4.5,2.8,1.9,2.8,51.49,7.75,9.74
19.0,30.5,69,26,7.5,51,15.11,52,21,60,21.0,13.5,-2.0,54,81,6.43,2.7,6.8,5.8,52.1,7.87,24.48
16.9,27.4,42,100,6.4,27,15.92,43,25,25,25.0,16.4,-0.5,54,28,5.96,2.3,8.5,4.3,44.64,6.5,12.58
22.9,33.8,88,100,12.0,97,20.36,74,21,30,21.0,18.6,-1.0,54,94,7.66,1.5,4.5,6.0,48.99,6.79,24.2
20.9,30.8,73,100,11.0,92,18.14,19,73,37,73.0,22.0,4.7,54,76,6.15,2.9,5.8,5.6,49.2,7.45,19.14
19.9,30.4,72,100,9.4,74,17.74,80,76,31,76.0,23.8,5.3,54,59,8.77,1.0,7.1,7.6,49.1,7.16,5.9
13.8,22.4,6,100,5.2,10,13.3,41,49,25,49.0,15.5,2.0,54,39,5.07,3.2,7.6,3.6,44.25,6.48,15.3
17.0,27.1,38,40,6.9,39,14.91,76,26,37,26.0,14.5,-0.7,54,41,4.73,4.2,6.0,3.3,45.6,6.56,36.1
15.6,25.8,27,100,5.4,11,13.5,14,30,40,30.0,10.7,-1.0,54,19,5.06,1.9,8.8,4.5,52.8,7.88,22.08
16.2,25.7,25,100,6.7,31,13.1,6,22,53,22.0,8.7,-3.0,54,46,6.14,0.0,9.1,0.0,51.32,7.62,26.38
15.7,25.6,26,100,5.8,15,13.7,11,23,39,23.0,13.6,-1.3,54,59,4.68,3.0,8.2,4.1,47.38,6.8,21.62
20.7,31.1,74,40,10.3,86,18.34,4,86,32,86.0,23.7,6.0,98,89,5.91,2.8,6.3,4.3,51.32,8.11,22.12
17.8,28.1,49,100,7.5,51,18.14,90,99,19,99.0,24.7,10.5,99,70,5.51,3.3,2.9,3.9,51.21,7.64,10.48
15.1,24.1,13,100,6.1,21,13.3,67,76,37,76.0,16.3,4.0,54,68,5.95,3.7,5.4,4.3,46.37,6.95,14.12
16.8,25.8,26,100,7.8,53,13.3,82,94,57,94.0,17.9,6.0,54,4,6.68,8.3,4.0,8.3,51.02,7.75,14.52
15.5,24.7,18,100,6.3,22,14.51,13,36,27,36.0,15.9,1.3,54,63,4.62,3.7,6.6,3.4,42.19,7.17,28.38
15.5,25.0,19,100,6.0,20,14.71,3,66,25,66.0,17.6,3.3,54,61,4.34,4.4,8.5,3.0,47.53,7.25,10.76
19.6,31.2,77,100,8.0,55,16.93,96,32,39,32.0,17.6,1.0,54,85,6.77,1.9,8.1,5.0,46.21,6.51,21.52
20.7,31.6,79,40,9.8,79,17.74,89,24,40,24.0,18.7,-0.3,54,41,5.97,3.3,4.4,4.1,42.7,7.26,26.52
19.4,28.8,57,100,10.0,81,20.36,4,99,18,99.0,29.0,10.0,99,88,6.35,1.9,4.6,4.9,46.36,7.51,33.62
16.5,25.1,19,40,7.9,56,14.31,5,36,39,36.0,15.7,1.0,54,44,4.75,2.9,9.8,3.8,44.23,7.45,22.72
18.6,29.8,63,26,7.4,49,14.31,66,15,67,15.0,11.6,-4.3,54,72,6.25,1.6,6.2,3.7,47.71,6.93,7.36
19.7,32.1,81,40,7.3,47,17.13,37,69,37,69.0,19.3,3.7,54,95,7.97,2.1,4.9,5.8,50.85,7.64,30.08
17.1,27.3,42,40,6.9,35,13.1,41,30,67,30.0,14.2,0.0,54,52,4.84,4.6,8.2,2.9,48.98,7.12,16.56
18.3,28.4,54,50,8.2,59,14.51,36,59,60,59.0,17.5,2.8,54,31,5.86,2.5,9.3,5.6,45.12,7.56,14.6
22.2,34.2,91,31,10.2,84,19.75,10,46,30,46.0,21.4,2.5,99,92,8.2,1.4,6.8,6.2,48.31,7.32,18.24
12.6,20.9,2,100,4.3,4,12.09,12,44,27,44.0,13.7,1.3,54,61,7.45,0.0,5.0,3.1,50.0,6.66,22.88
19.4,31.1,74,50,7.7,55,16.53,63,42,42,42.0,17.8,1.8,54,88,6.56,2.0,6.4,5.1,45.44,6.69,13.72
15.1,23.8,11,100,6.4,26,15.32,25,36,20,36.0,17.0,1.3,54,74,6.97,3.2,4.2,5.9,41.96,5.6,17.76
16.5,27.1,38,31,5.9,21,15.72,47,32,24,32.0,16.2,0.8,54,86,6.53,2.7,6.5,6.1,51.42,7.74,22.96
16.3,26.4,34,100,6.2,21,12.69,70,73,63,73.0,16.4,4.0,54,17,5.37,1.9,8.6,4.8,54.42,8.02,16.96
18.0,27.9,49,40,8.1,57,16.12,65,22,31,22.0,15.1,-1.3,54,72,6.08,2.4,8.8,4.5,45.81,6.71,17.1
18.8,30.2,68,100,7.4,47,16.93,96,69,30,69.0,20.1,4.0,54,86,7.39,1.9,8.8,6.5,49.79,6.06,37.24
13.9,21.9,5,16,5.9,18,12.09,11,7,40,7.0,0.1,-12.0,54,24,5.1,3.0,10.9,3.5,50.51,7.61,14.38
19.7,28.9,59,100,10.5,84,17.13,46,62,37,62.0,21.3,3.8,54,59,6.59,2.8,5.6,5.9,49.7,7.68,24.76
18.0,29.1,59,50,6.9,35,18.74,75,31,18,31.0,19.4,1.0,54,84,8.32,1.3,6.9,6.8,47.34,7.05,15.58
23.4,34.4,91,50,12.4,98,17.94,66,80,72,80.0,23.3,5.5,91,66,5.84,3.1,6.3,4.6,51.42,8.13,18.64
16.9,28.0,49,50,5.8,17,16.73,14,80,21,80.0,19.9,5.0,91,91,5.04,4.2,5.4,3.9,45.01,6.6,15.7
25.2,38.2,98,100,12.2,97,20.16,57,41,62,41.0,22.8,3.5,54,92,8.38,1.8,2.7,7.8,46.84,6.88,35.96
17.1,25.2,22,40,9.0,69,14.71,65,76,40,76.0,20.0,4.7,98,26,5.09,4.5,3.2,3.9,51.89,7.68,19.72
20.7,31.2,76,100,10.2,83,19.15,17,99,25,99.0,30.1,10.8,99,85,6.51,1.8,4.3,5.0,46.89,7.59,24.68
14.2,23.1,8,40,5.3,13,12.9,94,58,32,58.0,14.0,2.0,98,57,6.48,3.2,6.1,3.2,53.91,8.02,31.0
15.9,24.4,15,100,7.4,45,12.69,76,67,56,67.0,15.7,3.3,54,46,5.78,3.8,5.6,4.1,46.6,6.87,5.46
17.2,26.3,34,100,8.1,55,12.09,33,73,82,73.0,16.2,3.5,54,39,5.19,6.7,6.3,5.0,51.44,7.88,7.04
17.0,26.2,31,100,7.8,53,15.72,19,76,27,76.0,19.0,4.3,91,68,5.14,3.0,6.1,3.5,43.09,7.2,8.4
15.2,23.7,11,50,6.7,31,15.11,78,42,22,42.0,15.9,1.5,54,22,4.42,4.1,7.8,3.0,47.71,7.29,0.38
18.7,30.1,69,100,7.3,40,17.33,28,40,26,40.0,18.6,1.8,54,70,6.85,1.9,8.5,5.4,45.41,6.38,13.84
18.2,26.4,36,50,10.0,80,19.35,64,36,18,36.0,20.7,1.8,54,70,6.16,3.1,4.6,4.4,43.26,7.25,12.64
23.9,37.1,97,100,10.7,91,19.55,64,25,52,25.0,20.0,0.3,54,96,7.45,1.8,4.3,5.8,49.8,6.9,22.74
16.3,25.9,25,23,6.7,35,14.91,32,14,30,14.0,10.6,-5.0,54,52,5.85,1.8,6.4,3.7,48.31,6.97,20.98
18.9,30.4,71,50,7.4,43,15.72,92,88,48,88.0,22.0,6.0,91,84,8.05,1.8,5.2,5.8,50.28,7.66,22.82
17.1,26.8,38,31,7.4,43,11.69,95,49,87,49.0,12.9,1.0,54,28,6.45,0.0,6.1,3.2,47.04,6.47,4.72
14.9,23.4,11,50,6.4,21,12.09,20,28,52,28.0,12.0,-0.8,54,17,4.53,3.0,2.4,3.0,51.23,7.77,26.48
22.2,33.1,86,34,11.3,94,18.54,25,33,46,33.0,20.8,1.8,98,72,8.18,1.4,7.3,7.1,47.08,7.19,25.96
16.3,27.1,39,100,5.5,15,13.9,26,73,43,73.0,16.0,3.5,54,76,7.58,0.9,4.3,4.5,49.27,6.77,12.68
16.8,27.2,41,100,6.4,26,14.11,55,67,46,67.0,14.9,3.0,54,66,7.29,2.3,10.2,6.8,49.53,7.24,9.42
14.8,25.2,20,100,4.4,4,15.32,98,97,19,97.0,25.1,8.0,54,85,6.66,3.1,6.9,5.1,47.08,6.67,17.7
16.7,26.4,33,100,7.0,37,14.71,58,40,35,40.0,17.2,1.5,54,81,7.12,3.2,3.7,6.2,43.17,5.79,24.42
17.5,28.0,49,34,7.0,39,13.9,73,46,57,46.0,17.6,2.0,54,19,6.17,2.7,6.0,5.5,49.31,7.52,16.9
13.2,22.6,6,100,3.8,2,13.5,28,76,21,76.0,16.6,4.0,54,37,5.53,1.9,8.3,4.8,54.07,7.87,22.56
18.4,27.5,43,50,9.3,77,13.9,52,24,70,24.0,15.6,-0.8,54,17,6.34,2.1,7.6,4.8,46.19,6.8,38.06
18.5,28.9,59,100,8.1,56,17.74,15,70,22,70.0,22.0,4.4,54,85,5.79,3.8,6.4,5.9,49.04,7.52,25.34
19.2,29.1,61,59,9.3,73,15.32,63,26,57,26.0,18.6,0.2,54,84,8.0,1.6,6.4,6.6,48.01,7.15,16.42
24.4,36.9,96,59,11.9,97,18.95,63,70,69,70.0,22.4,4.6,85,96,5.69,3.3,6.3,4.4,50.6,7.97,13.74
18.5,29.2,59,59,7.8,56,17.33,98,66,25,66.0,19.0,3.8,85,77,5.28,3.4,5.9,4.1,43.99,6.5,6.34
27.1,41.0,99,100,13.2,98,20.56,92,78,79,78.0,27.2,7.7,91,94,8.15,2.0,2.6,7.6,44.54,6.37,21.48
18.6,28.1,52,34,9.1,71,18.14,6,26,21,26.0,19.1,0.2,54,44,6.14,3.4,5.0,4.5,43.33,7.14,11.5
13.3,21.4,3,100,5.2,11,14.31,14,87,19,87.0,17.5,5.0,99,55,8.69,0.0,3.8,0.0,50.16,7.62,5.62
17.5,26.5,34,100,8.5,64,13.9,15,33,57,33.0,15.6,1.0,54,59,4.89,2.7,7.3,4.3,45.82,6.38,20.66
19.7,28.4,55,50,11.0,90,15.11,86,78,69,78.0,19.9,4.8,91,44,5.56,3.9,3.2,3.9,51.8,7.71,22.16
16.4,25.5,21,50,7.3,47,14.51,37,92,35,92.0,18.3,6.0,99,37,6.91,2.3,6.7,4.3,54.62,7.8,12.34
14.3,23.9,11,100,4.7,7,13.7,18,94,26,94.0,18.3,7.0,54,59,6.5,3.2,2.2,3.2,45.95,6.48,19.96
14.9,24.2,15,59,5.6,13,12.29,13,43,50,43.0,13.7,1.2,54,52,5.87,3.5,4.9,3.9,47.48,6.93,11.98
15.8,23.8,12,40,7.8,49,13.1,27,41,49,41.0,13.2,0.7,54,26,4.24,6.3,5.0,3.1,52.28,7.94,23.24
18.1,28.7,55,59,7.5,51,14.71,57,32,52,32.0,17.0,0.8,54,55,6.72,1.7,6.7,5.1,45.06,6.61,12.82
18.2,27.5,47,59,8.9,67,15.11,66,49,49,49.0,16.9,2.0,85,70,5.04,3.0,6.6,3.5,44.01,7.09,35.24
15.0,23.0,8,34,7.0,37,12.69,63,22,45,22.0,12.8,-1.6,54,19,3.88,4.4,7.2,2.2,46.76,7.48,15.7
19.1,30.8,72,100,7.4,49,16.93,52,96,33,96.0,24.4,8.0,91,94,7.51,1.5,8.8,6.5,49.68,6.08,11.24
22.6,32.0,81,100,13.2,98,19.75,62,98,33,98.0,29.0,9.8,98,74,6.38,2.1,3.9,4.9,46.84,7.54,29.6
16.2,26.0,27,27,6.4,27,13.7,43,18,45,18.0,12.6,-2.8,54,49,6.4,1.6,6.1,4.1,47.42,7.01,33.74
17.7,28.8,59,59,6.6,26,18.14,13,89,19,89.0,22.2,6.2,85,81,8.18,1.6,5.3,5.9,48.42,7.27,28.82
17.6,26.0,31,59,9.2,71,13.3,88,57,69,57.0,14.9,2.4,85,46,5.54,3.0,1.8,4.8,52.64,8.09,7.12
18.5,29.7,66,59,7.3,40,13.7,45,52,76,52.0,16.9,2.2,54,49,5.74,2.6,7.7,5.2,45.25,7.75,15.74
25.1,37.2,97,40,13.0,98,19.35,71,44,72,44.0,21.6,2.7,98,92,8.0,1.0,7.1,7.6,48.04,7.04,24.3
14.1,23.9,11,100,4.3,4,12.9,47,62,31,62.0,15.3,2.6,54,74,8.15,0.7,4.5,4.7,48.08,6.74,6.5
15.4,24.8,18,40,6.0,20,11.69,97,36,67,36.0,13.1,0.7,54,34,7.25,1.3,10.1,4.2,49.45,7.18,14.4
15.3,25.0,18,100,5.6,17,16.32,28,82,18,82.0,21.4,5.5,54,77,7.12,2.3,5.9,5.1,46.98,6.67,17.12
16.1,25.3,23,100,6.9,31,15.92,15,62,21,62.0,18.6,3.2,54,70,7.17,3.2,3.1,6.2,43.97,5.77,5.04
18.1,28.9,56,40,7.3,47,16.12,61,49,32,49.0,17.5,2.2,54,85,6.52,2.4,6.0,5.8,48.77,7.44,22.66
19.2,29.0,59,59,9.4,77,18.14,27,70,23,70.0,20.1,4.2,85,44,6.2,2.0,7.4,4.7,47.56,6.95,15.3
18.3,27.7,44,100,8.9,73,17.94,9,27,20,27.0,20.6,0.8,54,55,7.13,2.1,4.1,5.5,49.1,6.74,24.98
20.5,30.5,71,100,10.5,86,17.53,39,76,40,76.0,22.5,5.0,54,81,6.12,3.3,6.3,5.5,48.62,7.51,9.9
15.7,25.4,20,40,6.0,22,14.11,37,36,33,36.0,16.9,1.3,78,44,5.06,3.4,6.7,4.1,44.35,6.55,23.02
27.5,41.0,99,100,14.0,99,19.75,33,68,91,68.0,25.8,6.0,85,91,8.34,1.8,3.1,8.0,43.23,6.16,31.62
12.8,20.1,1,40,5.5,14,12.09,79,33,29,33.0,13.6,0.7,98,17,4.74,3.4,10.2,0.0,49.44,7.45,8.98
17.6,27.1,41,100,8.1,56,14.31,50,49,52,49.0,16.6,2.0,54,57,4.84,3.0,7.0,4.3,46.3,6.37,23.88
18.9,29.4,60,40,8.4,65,14.71,45,52,64,52.0,20.9,3.0,78,46,5.72,3.1,6.3,4.1,51.48,8.11,12.82
16.3,25.1,20,59,7.5,45,16.53,43,82,19,82.0,20.4,5.2,85,85,5.5,4.4,3.4,4.1,50.65,7.66,3.56
17.2,26.4,31,59,8.0,59,13.3,73,80,64,80.0,17.1,4.4,98,17,6.18,2.2,7.5,3.8,54.76,7.97,13.88
14.8,24.5,14,100,5.1,11,14.31,5,94,24,94.0,19.1,6.5,54,81,6.35,3.0,5.2,3.9,46.56,6.55,17.22
13.5,22.1,5,64,4.9,7,12.09,25,41,35,41.0,13.4,0.8,54,39,6.32,3.3,5.7,4.3,47.09,7.03,19.08
16.9,25.2,20,50,8.6,65,13.1,50,67,64,67.0,15.7,3.3,54,37,4.55,5.1,7.4,2.9,52.86,8.02,11.06
18.1,27.9,51,64,8.3,57,13.1,76,31,79,31.0,16.3,0.5,54,68,6.55,2.0,6.7,5.1,44.68,6.82,17.9
16.6,27.4,44,64,5.8,16,17.13,26,81,19,81.0,20.0,5.0,98,94,5.15,3.0,5.9,4.1,44.31,6.94,16.72
14.6,22.5,6,40,6.7,31,15.11,28,26,20,26.0,13.3,-0.8,54,12,4.07,4.1,7.2,2.6,47.64,7.38,16.74
19.2,29.4,62,100,9.0,71,14.71,65,61,68,61.0,20.1,3.3,78,41,7.14,1.5,8.2,5.2,46.09,6.32,15.32
18.4,29.9,65,59,6.9,39,15.32,84,80,48,80.0,21.8,5.4,85,81,7.18,2.0,9.1,6.4,49.07,6.28,43.12
18.5,27.7,47,31,9.3,75,15.72,73,22,43,22.0,17.8,-1.0,54,68,6.12,3.2,5.6,4.1,43.44,7.03,18.06
25.4,35.2,93,100,15.6,99,21.16,89,98,46,98.0,29.1,9.7,98,89,6.56,2.0,4.3,5.3,46.59,7.63,24.26
19.7,31.7,78,31,7.7,55,16.93,89,33,40,33.0,16.2,1.0,78,90,6.69,1.6,5.9,4.6,48.32,7.1,22.44
17.9,28.9,59,64,6.9,31,18.95,23,93,18,93.0,23.3,7.0,78,76,8.45,1.6,5.3,6.6,48.43,7.36,15.2
15.5,24.5,15,100,6.5,27,12.9,53,22,48,22.0,9.4,-2.0,54,31,10.86,0.0,14.3,8.3,49.72,7.55,18.56
17.3,27.6,43,64,7.0,40,12.09,46,38,83,38.0,13.6,0.8,78,24,5.6,2.5,2.1,4.1,52.77,8.09,18.82
22.8,35.0,93,44,10.6,88,19.75,71,49,35,49.0,22.0,3.0,94,88,8.2,1.1,7.6,7.9,49.55,7.25,29.82
13.5,23.2,9,64,3.8,2,12.09,30,42,35,42.0,13.9,1.2,54,82,7.39,1.0,5.2,3.9,46.31,6.62,15.1
18.1,28.1,49,100,8.1,59,14.71,78,66,52,66.0,20.0,4.0,54,79,7.29,2.4,5.8,5.3,46.44,6.65,24.16
14.0,22.8,7,64,5.2,10,12.9,41,33,30,33.0,16.4,0.8,54,44,6.32,3.1,3.6,5.4,47.42,5.66,22.04
19.1,31.3,75,44,6.9,39,16.53,96,57,38,57.0,18.2,2.9,54,96,6.85,2.2,6.2,6.3,50.0,7.73,12.46
15.7,25.8,24,100,5.6,17,14.51,8,87,29,87.0,18.1,5.3,54,55,5.48,2.4,9.4,5.2,55.04,7.87,11.14
19.4,29.8,67,40,9.0,70,14.91,67,58,68,58.0,19.3,3.0,78,26,5.82,2.3,7.2,4.2,48.65,7.18,7.24
15.0,24.1,12,16,5.9,20,11.69,78,7,62,7.0,-0.3,-12.0,54,31,-5.6,20.0,0.0,0.0,49.37,7.22,17.86
19.7,29.2,60,68,10.2,83,15.72,19,55,57,55.0,20.7,3.1,54,61,6.19,3.1,6.4,5.4,49.9,7.42,23.68
19.5,28.8,58,64,10.2,82,14.31,78,28,78,28.0,18.2,0.3,54,72,8.01,1.8,6.0,6.7,47.47,7.25,26.84
18.9,29.3,59,44,8.5,67,14.51,18,43,68,43.0,19.8,2.3,74,41,5.38,3.0,6.8,3.8,52.4,8.41,16.72
27.1,41.6,99,100,12.6,98,19.55,47,81,90,81.0,26.9,7.0,78,97,8.57,1.8,2.7,8.5,43.15,6.2,23.44
16.3,25.7,25,50,6.9,35,11.89,70,30,76,30.0,12.4,-0.5,91,44,3.98,4.6,11.9,1.1,50.24,7.53,13.94
17.8,27.9,49,100,7.7,51,15.11,36,66,44,66.0,17.8,3.3,54,76,5.31,2.5,7.5,4.4,46.84,6.33,15.64
16.7,27.0,41,64,6.4,22,14.31,21,74,42,74.0,16.5,3.8,98,19,6.48,2.1,6.8,4.4,54.26,7.89,9.5
17.0,26.8,36,100,7.2,45,14.31,89,86,45,86.0,18.5,5.3,54,19,6.01,2.9,6.9,4.0,46.58,6.62,26.12
13.5,21.8,4,68,5.2,10,12.09,25,52,35,52.0,14.2,1.7,54,66,6.44,3.3,5.4,4.3,47.26,7.08,14.28
22.2,33.1,86,100,11.3,95,17.94,20,33,55,33.0,21.3,1.8,54,94,7.18,2.1,4.1,5.5,48.97,6.8,28.04
17.7,26.5,33,59,8.9,71,12.69,27,54,80,54.0,14.8,2.2,54,12,4.02,5.9,7.1,2.9,50.0,7.7,14.64
17.5,26.6,37,68,8.4,59,14.71,87,73,45,73.0,19.5,4.3,94,68,5.3,3.3,6.0,4.4,43.58,6.81,7.0
14.3,22.7,7,44,5.9,18,13.1,67,27,31,27.0,13.8,-0.6,54,49,4.11,4.1,7.2,2.6,47.34,7.56,-2.8
15.8,26.1,30,64,5.5,14,13.7,97,52,40,52.0,16.7,2.2,54,85,5.86,2.3,8.0,4.8,45.3,7.54,10.44
17.8,27.7,48,68,7.9,53,13.3,10,34,72,34.0,16.5,1.0,54,49,6.53,1.9,6.5,5.0,44.66,6.92,47.78
20.1,31.8,79,64,8.4,64,18.54,56,98,25,98.0,25.3,9.0,98,81,7.25,1.9,8.8,6.5,50.11,6.37,14.46
17.5,27.3,43,33,7.7,49,14.71,27,24,45,24.0,17.8,-0.6,54,74,5.82,3.5,6.1,3.8,42.57,6.83,23.9
25.2,35.8,95,100,14.6,99,19.35,36,96,73,96.0,28.4,8.9,94,88,6.7,2.0,4.3,5.0,49.19,7.61,31.6
20.4,31.8,78,33,9.0,74,16.12,63,40,62,40.0,17.1,1.6,74,95,7.2,1.4,5.5,5.3,48.23,7.07,37.16
22.0,32.3,84,44,11.7,95,17.74,52,82,56,82.0,22.1,5.4,74,44,8.17,1.9,5.3,6.6,48.6,7.29,21.78
16.8,27.8,49,68,5.8,16,12.29,67,46,76,46.0,14.0,1.4,54,82,7.5,1.0,4.9,3.5,45.47,6.55,20.9
15.5,25.3,20,100,5.7,18,15.32,59,82,22,82.0,21.0,5.3,54,52,7.35,2.2,4.8,5.0,46.87,6.83,20.76
18.8,29.4,63,74,8.2,56,16.73,52,82,32,82.0,20.5,5.3,67,79,7.3,1.7,5.8,5.8,45.35,7.13,39.7
14.8,24.3,13,68,5.3,13,12.29,52,52,49,52.0,14.3,1.7,74,2,5.68,2.0,2.8,3.7,53.16,8.36,14.66
17.3,27.8,48,16,6.8,33,14.51,8,7,46,7.0,6.8,-10.5,54,57,6.14,0.0,9.1,0.0,49.34,7.55,15.44
18.9,29.3,61,33,8.5,64,17.74,62,38,24,38.0,17.6,1.4,74,61,5.6,2.6,7.2,4.2,48.04,7.13,14.34
21.6,32.1,81,100,11.1,94,18.34,49,49,43,49.0,22.3,3.0,54,84,7.1,2.1,3.7,5.0,50.51,7.18,20.08
19.3,29.0,60,68,9.6,77,17.13,80,42,32,42.0,19.5,2.1,54,79,7.74,2.0,5.4,6.3,46.22,7.36,8.06
17.6,28.7,56,44,6.5,27,16.32,45,52,27,52.0,17.8,2.3,74,72,5.38,3.5,6.6,4.8,46.67,7.19,26.16
25.0,37.7,97,100,12.3,97,21.37,20,78,39,78.0,26.4,6.5,74,92,8.88,1.3,2.6,8.4,44.04,6.3,26.82
16.4,26.7,34,59,6.1,24,13.1,34,70,56,70.0,16.7,3.6,54,19,5.61,2.5,10.0,5.4,54.3,7.71,18.1
14.1,22.9,8,59,5.3,9,12.09,87,32,43,32.0,12.7,0.2,85,46,4.44,3.2,9.4,1.3,49.2,7.36,16.72
19.2,29.9,66,100,8.5,65,14.31,50,61,74,61.0,17.5,2.9,54,74,5.47,2.5,7.0,4.4,46.12,6.38,28.22
14.9,23.9,11,16,5.9,20,11.69,85,11,60,11.0,3.1,-8.5,54,66,6.98,4.2,7.3,6.8,49.81,7.64,9.52
16.4,26.5,36,44,6.3,22,12.69,55,61,64,61.0,15.5,2.6,94,8,6.2,2.2,8.8,4.4,55.08,7.88,7.1
15.4,25.3,21,68,5.5,14,14.31,36,47,28,47.0,17.2,2.0,54,90,6.42,3.0,3.2,4.8,46.62,5.63,16.42
16.6,26.2,31,74,7.0,37,13.1,83,53,60,53.0,14.2,1.9,54,68,6.28,2.9,5.8,4.2,47.04,7.09,20.02
18.2,26.6,36,64,9.8,80,12.49,77,54,88,54.0,14.7,2.0,54,9,3.91,5.9,7.6,2.9,49.34,7.58,17.88
16.5,27.0,38,50,6.0,21,13.9,52,58,45,58.0,17.9,2.8,91,59,5.18,3.3,5.8,4.2,43.87,6.93,22.32
16.9,27.8,48,44,6.0,20,13.1,92,42,64,42.0,15.8,1.4,54,82,6.17,2.0,8.0,4.3,46.26,7.45,15.96
19.3,31.0,74,100,7.6,49,15.72,94,55,52,55.0,19.4,3.0,74,91,6.63,1.7,9.1,5.2,47.05,6.57,12.88
18.0,29.4,61,44,6.6,31,17.33,34,93,22,93.0,23.8,7.1,94,94,7.23,1.9,7.2,5.9,51.13,6.53,10.26
24.6,33.8,89,100,15.4,99,21.77,67,97,30,97.0,28.8,9.3,98,90,6.78,2.3,4.3,5.3,51.01,7.88,33.66
16.0,25.2,22,20,6.8,29,14.91,18,8,27,8.0,2.4,-10.7,54,4,2.0,1.7,11.3,0.0,46.46,7.58,13.64
23.6,36.3,95,35,10.9,92,18.54,55,70,65,70.0,19.6,4.0,91,77,7.69,1.1,4.9,5.7,48.3,7.26,31.72
20.4,30.7,73,50,10.1,81,18.34,32,80,30,80.0,22.1,5.3,67,46,7.96,1.8,5.2,6.7,49.47,7.35,1.82
21.1,33.7,88,75,8.5,67,16.73,92,94,62,94.0,22.6,7.2,88,84,7.41,1.4,5.5,6.1,45.13,6.79,18.72
15.3,25.4,23,50,5.2,9,13.3,32,44,39,44.0,15.8,1.6,54,34,6.37,1.7,7.4,4.7,47.49,7.5,15.58
23.1,35.6,94,50,10.6,88,20.56,66,61,30,61.0,23.0,3.9,91,98,7.86,1.9,7.5,7.2,51.61,7.46,39.6
14.0,22.5,7,74,5.5,13,13.5,79,58,25,58.0,14.9,2.3,54,28,7.45,1.6,5.5,4.2,45.77,6.67,8.02
15.8,26.0,27,100,5.6,16,17.13,91,82,18,82.0,21.0,5.2,54,79,7.33,2.2,4.8,5.3,46.31,6.76,8.74
15.4,24.3,14,74,6.5,27,14.31,42,47,28,47.0,17.1,2.0,54,85,6.32,3.3,3.2,5.2,46.73,5.74,1.24
16.3,27.3,41,35,5.3,13,16.73,36,46,19,46.0,17.5,2.0,54,86,6.81,2.3,7.4,6.3,50.09,7.7,21.84
18.9,27.5,47,74,10.3,82,12.69,55,52,91,52.0,14.4,1.8,67,22,5.28,2.5,2.7,3.9,51.37,7.83,13.68
19.6,30.0,67,31,9.2,74,14.91,83,32,70,32.0,17.2,0.9,67,41,5.6,2.3,8.0,4.0,48.99,7.18,19.84
15.2,24.1,13,31,6.3,24,13.3,74,21,38,21.0,8.8,-3.0,54,9,5.38,4.3,4.2,4.3,49.19,7.25,10.16
21.4,32.9,85,100,9.9,81,18.14,52,47,43,47.0,22.0,2.9,54,92,7.2,2.0,4.2,5.1,50.1,7.08,21.38
19.4,28.2,52,74,10.6,88,17.33,30,65,31,65.0,21.1,3.8,54,52,6.16,3.1,6.4,5.7,52.28,7.63,11.88
23.0,33.8,88,50,12.2,97,14.31,73,44,98,44.0,19.4,2.3,67,81,5.86,2.3,6.9,4.1,51.85,8.35,15.66
16.1,26.3,30,50,5.9,21,15.52,67,62,24,62.0,18.8,3.3,67,13,5.47,3.4,6.7,4.7,46.22,7.23,13.32
23.6,36.4,96,100,10.8,88,21.16,27,76,27,76.0,26.4,6.4,67,99,8.7,1.5,2.5,7.9,44.78,6.3,34.6
16.3,25.4,22,100,7.2,40,16.53,32,76,19,76.0,18.8,4.3,67,34,5.65,2.5,6.5,4.7,45.95,6.35,11.28
17.4,28.1,52,40,6.7,29,11.69,41,25,90,25.0,12.0,-1.3,54,52,7.14,2.4,6.0,5.2,53.71,7.74,24.94
