AvgPts,Ceiling,CeilingPct,Consistency,Floor,FloorPct,ImpPts,OppPlusMinusPct,Plus_Minus,ProjPlusMinusPct,Score,Season_PPG,Season_Plus_Minus,Upside,Vegas,AdjYPA,PassINTPct,PassSackPct,PassTDPct,PassingSuccessfulPct,YardsPerPassingAttempt,ActualPoints
16.0,27.0,43,17,5.0,5,13.91,50,0,50,0.0,1.0,-13.0,54,41,4.05,10.0,4.8,2.5,49.38,7.27,14.2
15.1,25.8,31,79,4.4,2,14.14,9,38,37,38.0,15.0,0.1,98,4,5.41,2.9,6.7,3.7,44.94,6.63,5.8
20.2,34.3,89,41,6.1,31,16.01,74,42,78,42.0,14.8,0.5,99,28,6.53,1.1,5.1,4.0,49.53,7.37,2.0
16.9,29.6,59,62,4.2,5,15.54,23,42,42,42.0,18.5,0.4,98,61,7.6,2.0,5.1,5.4,45.61,6.87,17.5
19.3,31.4,76,84,7.2,45,16.94,50,81,53,81.0,20.4,3.9,99,63,6.55,2.2,4.6,5.7,49.46,7.28,12.4
18.9,29.2,61,84,8.6,64,16.01,52,87,62,87.0,19.5,4.4,99,55,6.22,2.8,4.8,4.2,56.16,7.81,21.7
15.7,28.0,47,65,3.4,1,14.14,7,36,44,36.0,16.1,-0.1,98,41,6.78,1.1,6.2,3.7,46.19,6.89,9.9
19.4,33.0,84,62,5.8,24,16.48,67,67,63,67.0,19.8,2.5,99,70,6.82,2.6,4.8,5.3,48.82,7.42,7.6
14.6,25.7,28,31,3.5,1,13.91,82,17,33,17.0,9.0,-4.8,78,12,6.42,1.0,7.7,3.3,52.55,8.5,3.1
16.8,28.5,51,84,5.1,14,14.14,15,66,57,66.0,17.3,2.3,99,52,6.28,2.1,8.1,3.6,50.25,7.58,16.3
18.3,29.3,61,84,7.3,43,15.07,41,73,67,73.0,18.2,3.0,99,74,6.88,1.1,7.8,4.8,46.28,7.32,24.3
23.1,37.9,97,62,8.3,70,19.05,77,67,77,67.0,20.2,2.4,99,94,7.44,2.4,4.9,4.9,51.85,7.08,14.7
20.8,34.1,88,100,7.5,56,16.01,97,95,84,95.0,22.0,6.4,99,82,7.98,1.8,4.9,6.1,50.0,7.72,25.5
15.7,27.1,37,50,4.3,5,14.37,21,23,42,23.0,11.4,-2.7,91,41,6.31,2.1,5.1,3.6,47.39,7.01,11.9
21.6,33.0,86,65,10.2,83,16.24,95,47,90,47.0,17.6,0.8,99,95,7.12,1.6,7.5,4.2,46.38,6.82,23.3
20.2,31.9,82,79,8.5,59,16.24,85,88,76,88.0,20.1,4.7,99,86,6.43,2.7,6.8,5.0,49.91,7.66,17.7
21.4,35.4,92,59,7.4,56,19.51,22,94,48,94.0,25.2,5.9,99,59,7.71,1.9,3.7,6.2,55.23,8.45,28.7
22.1,33.3,86,84,10.9,94,16.71,88,89,90,89.0,21.5,4.9,99,76,5.97,3.2,8.0,5.4,46.25,7.02,15.1
20.0,33.9,87,100,6.1,29,15.77,85,62,79,62.0,18.1,2.0,98,26,5.35,2.1,4.7,2.6,49.26,6.62,8.0
15.2,25.5,26,19,4.9,5,13.91,43,9,40,9.0,3.1,-10.9,74,46,4.23,4.2,7.7,4.2,50.4,7.75,8.5
20.8,33.3,87,84,8.3,59,16.48,77,67,80,67.0,17.3,2.5,99,94,6.48,1.3,7.4,4.3,43.78,6.25,17.3
17.7,28.6,55,19,6.8,33,14.61,47,8,64,8.0,2.6,-11.3,74,63,4.48,0.0,8.0,1.3,48.78,7.27,16.1
19.8,31.2,77,79,8.4,59,17.88,34,86,49,86.0,22.1,4.4,99,37,8.35,0.9,5.0,6.9,42.4,6.45,9.7
20.9,33.3,88,84,8.5,59,17.18,27,89,73,89.0,21.6,4.8,100,76,7.2,1.4,8.1,6.6,51.92,7.43,17.8
20.9,31.5,78,75,10.3,83,18.58,23,74,53,74.0,22.8,3.1,99,57,5.89,2.5,7.6,5.0,47.1,7.5,30.8
15.1,27.2,37,40,3.0,1,14.37,21,26,34,26.0,12.6,-1.8,78,74,6.25,2.0,6.3,4.7,42.15,6.28,10.2
23.3,37.8,98,44,8.8,70,20.68,57,43,57,43.0,21.4,0.6,98,94,7.57,1.3,5.5,5.8,48.58,7.07,18.2
21.0,35.4,92,62,6.6,40,17.41,61,61,70,61.0,19.1,1.9,99,72,6.46,1.8,5.7,4.7,49.08,7.38,19.6
19.7,31.6,78,84,7.8,55,15.77,82,68,76,68.0,17.4,2.5,99,89,6.65,1.4,7.3,4.5,45.47,6.32,10.0
16.4,28.9,54,64,3.9,4,14.14,65,33,52,33.0,15.0,-0.3,98,28,6.67,1.7,6.3,4.3,47.48,7.2,11.8
23.9,35.5,94,62,12.3,97,19.75,62,37,78,37.0,19.6,0.1,98,72,5.47,1.5,6.9,4.6,45.99,7.46,33.8
18.4,29.8,66,71,7.0,37,14.84,98,32,70,32.0,14.4,-0.5,98,70,5.22,2.5,6.3,3.3,43.93,6.3,10.1
20.0,33.4,90,62,6.6,20,16.24,91,42,73,42.0,18.3,0.4,99,49,7.34,1.9,5.5,4.7,44.27,6.86,27.5
19.9,33.3,86,84,6.5,35,16.01,48,73,74,73.0,19.8,3.1,99,68,6.39,2.2,4.6,5.4,48.11,7.31,39.8
20.8,31.6,78,84,10.0,82,19.51,23,93,40,93.0,25.3,5.6,99,72,7.18,1.8,7.0,7.0,47.42,7.28,12.8
22.0,33.4,87,84,10.6,89,15.54,84,86,95,86.0,19.6,4.4,99,76,6.1,3.1,4.8,4.4,54.4,7.58,18.8
16.2,28.0,46,40,4.4,6,13.91,10,21,52,21.0,11.4,-3.2,91,12,6.69,2.8,7.6,4.5,50.09,7.22,14.3
16.6,29.2,58,79,4.0,3,13.91,52,40,57,40.0,16.3,0.2,98,55,6.87,1.1,6.4,4.0,45.69,6.66,13.1
26.0,42.1,99,74,9.9,86,18.58,41,69,98,69.0,20.4,2.6,99,90,7.6,2.5,5.5,5.0,52.69,7.27,24.4
19.0,31.8,76,84,6.2,33,17.18,18,88,48,88.0,21.5,4.6,99,61,7.27,1.4,7.7,6.3,52.09,7.34,13.6
17.7,27.9,49,84,7.5,47,14.37,49,76,68,76.0,18.5,3.4,99,46,6.89,1.1,8.2,4.8,46.25,7.41,18.1
19.0,30.1,67,100,7.9,56,16.94,63,93,50,93.0,21.4,5.8,99,63,7.87,1.8,5.2,5.8,49.83,7.66,28.2
17.8,29.2,60,100,6.4,26,15.77,7,71,50,71.0,18.2,2.8,100,76,8.1,0.7,4.8,4.0,48.88,7.5,28.3
20.3,31.3,76,68,9.3,77,16.71,30,53,70,53.0,18.0,1.3,99,85,7.25,1.6,7.7,4.5,46.35,6.73,21.5
17.4,28.1,53,62,6.7,27,16.71,95,58,33,58.0,16.4,1.6,99,72,5.83,3.2,4.5,4.4,49.27,7.71,14.4
21.1,34.7,93,71,7.5,37,18.35,30,97,60,97.0,26.2,6.9,99,76,7.8,1.9,3.4,6.3,56.95,8.54,20.7
17.8,30.0,71,31,5.6,9,14.37,71,15,69,15.0,8.4,-5.8,98,49,5.78,2.9,4.6,5.7,53.2,8.7,25.6
17.2,29.1,60,84,5.3,10,16.48,43,88,34,88.0,21.6,4.8,99,37,5.78,3.4,7.5,5.0,45.42,6.91,32.7
21.8,33.6,87,71,10.0,83,19.05,73,78,60,78.0,21.3,3.5,99,82,8.2,0.9,5.0,6.6,42.81,6.49,10.2
22.3,32.5,85,75,12.1,96,18.11,41,78,78,78.0,23.0,3.4,99,70,6.39,2.1,7.4,5.1,48.1,7.52,20.4
17.3,29.8,69,44,4.8,3,14.14,65,24,65,24.0,12.2,-2.1,74,66,6.37,1.7,5.5,4.5,41.69,6.06,8.8
21.8,35.4,94,41,8.2,61,19.98,21,28,48,28.0,19.4,-1.2,89,89,7.54,1.4,5.3,5.6,47.49,6.97,33.1
16.6,28.4,56,79,4.8,4,16.01,39,87,32,87.0,20.0,4.5,99,66,6.3,2.6,6.6,5.2,50.68,7.82,19.9
16.7,29.1,63,62,4.3,2,16.48,6,53,30,53.0,18.4,1.3,99,31,6.7,1.6,6.1,4.6,48.66,7.31,15.7
17.1,28.9,61,68,5.3,7,14.14,20,32,63,32.0,14.6,-0.6,94,31,6.36,1.3,6.2,4.1,46.98,7.2,15.2
17.6,30.5,67,26,4.7,10,13.91,57,17,72,17.0,7.1,-5.0,67,44,6.61,0.8,7.1,3.1,51.65,8.47,13.2
25.3,38.3,98,74,12.3,98,20.45,73,61,86,61.0,21.4,1.8,98,97,5.73,1.5,6.8,5.3,46.23,7.28,27.2
21.0,34.5,93,44,7.5,39,17.64,33,91,68,91.0,23.7,5.1,99,77,7.14,3.0,3.8,5.8,49.66,7.37,19.9
18.3,30.2,72,84,6.4,20,16.94,8,78,42,78.0,20.2,3.5,99,61,6.28,2.1,4.6,5.1,46.85,7.27,7.7
23.1,34.7,92,74,11.5,94,18.58,50,90,82,90.0,24.8,5.1,99,70,7.37,1.6,7.0,6.6,49.0,7.51,14.6
22.1,32.1,83,84,12.1,96,16.48,78,85,92,85.0,19.5,4.3,99,57,5.94,3.0,4.6,4.3,51.25,7.6,22.8
16.2,27.4,47,18,5.0,5,14.37,46,10,48,10.0,3.8,-10.2,63,77,4.23,2.9,2.9,1.2,45.18,6.32,11.2
16.6,29.0,61,79,4.2,2,13.91,95,38,57,38.0,16.0,0.1,98,66,6.76,1.1,6.9,4.0,46.37,6.75,16.4
18.8,31.8,83,59,5.8,11,15.54,25,54,67,54.0,18.4,1.3,98,61,6.43,2.8,4.2,4.4,46.33,6.98,23.9
19.4,31.6,83,84,7.2,27,15.31,61,62,77,62.0,16.9,2.0,99,74,6.29,1.8,7.3,3.3,49.81,7.65,9.7
11.7,18.8,0,84,4.6,5,13.91,33,78,19,78.0,18.5,3.4,99,22,6.97,0.7,8.2,4.4,46.9,7.53,26.9
23.8,39.0,98,74,8.6,74,18.81,81,69,87,69.0,20.4,2.6,99,89,7.49,2.2,5.8,5.0,53.24,7.28,31.8
17.0,28.2,59,51,5.8,8,13.91,94,23,64,23.0,11.4,-2.6,89,41,5.66,3.0,5.4,3.3,48.12,7.05,14.8
17.0,27.7,44,75,6.3,27,15.54,56,65,43,65.0,17.1,2.2,99,41,5.85,3.1,4.5,4.4,48.25,7.54,12.4
23.2,38.6,99,71,7.8,43,19.05,58,89,78,89.0,24.3,5.0,99,95,7.47,1.7,3.9,5.5,56.07,8.56,27.7
17.9,28.4,56,84,7.4,39,15.77,45,93,51,93.0,22.3,5.6,99,13,5.89,3.1,7.4,5.1,46.02,7.12,22.5
18.0,30.4,73,100,5.6,10,15.07,50,38,63,38.0,16.4,0.1,98,46,4.98,2.5,4.1,2.3,47.98,6.48,15.8
19.9,31.7,79,23,8.1,57,15.31,53,10,82,10.0,4.3,-9.8,91,72,4.06,1.4,9.9,3.3,50.1,7.32,27.2
13.2,20.9,3,59,5.5,13,17.18,39,73,18,73.0,21.0,3.1,99,77,8.2,0.9,5.0,6.3,44.98,6.69,26.3
19.1,30.5,77,84,7.7,35,15.31,12,88,73,88.0,21.7,4.7,99,26,7.53,1.1,6.9,6.3,51.63,7.4,15.8
24.3,35.2,94,75,13.4,98,17.88,50,81,95,81.0,23.3,3.9,99,57,6.54,1.6,8.7,5.3,48.8,7.62,14.7
21.5,33.9,89,100,9.1,74,16.48,90,85,88,85.0,19.6,4.3,100,93,7.9,1.0,4.9,4.2,48.54,7.3,23.9
17.2,29.7,69,50,4.7,3,14.14,82,23,64,23.0,11.8,-2.6,67,52,6.27,2.0,5.1,3.7,41.46,6.12,17.3
20.1,33.2,83,84,7.0,53,16.01,53,87,77,87.0,20.0,4.5,99,55,6.78,2.3,6.5,5.3,51.58,7.75,31.9
21.8,36.5,97,62,7.1,31,17.41,66,43,80,43.0,17.7,0.6,98,82,6.34,2.2,6.6,4.3,47.91,7.23,18.7
18.8,31.5,78,74,6.1,21,14.84,75,33,76,33.0,14.7,-0.4,91,81,6.12,1.8,5.8,3.2,46.59,7.16,9.2
14.9,25.7,25,28,4.1,2,13.91,36,18,37,18.0,7.8,-4.6,65,17,6.5,0.8,8.1,3.1,51.65,8.47,7.9
21.7,32.7,85,74,10.7,89,19.98,73,52,46,52.0,20.7,1.1,98,84,5.79,1.5,6.7,5.1,46.4,7.12,32.5
15.2,26.0,28,74,4.4,4,14.84,36,32,30,32.0,14.1,-0.7,98,28,5.25,2.6,6.4,3.4,43.67,6.31,14.3
18.4,31.5,78,62,5.3,11,17.41,84,40,37,40.0,18.0,0.3,99,97,7.0,1.9,6.3,4.6,44.22,7.0,20.6
16.1,26.0,28,26,6.2,22,15.77,15,14,30,14.0,7.7,-6.5,98,5,5.95,2.1,7.4,3.8,50.44,7.38,23.9
19.1,28.8,57,65,9.4,77,15.77,26,58,68,58.0,18.5,1.7,100,81,7.1,1.6,7.5,3.8,47.02,7.02,12.7
21.7,32.3,83,74,11.1,92,18.11,62,80,70,80.0,23.6,3.8,99,68,7.05,1.6,7.8,6.3,49.28,7.47,24.8
19.1,29.1,59,84,9.1,73,16.94,49,87,51,87.0,19.8,4.4,99,46,6.01,3.0,5.1,4.9,51.35,7.77,22.5
19.0,32.5,84,40,5.5,14,14.61,85,18,80,18.0,10.4,-4.3,71,70,6.74,2.5,8.2,4.3,50.54,7.25,9.0
15.4,27.3,42,79,3.5,1,13.91,28,41,43,41.0,16.1,0.4,98,31,6.66,1.1,7.2,4.0,47.89,6.86,22.3
19.4,32.2,82,59,6.6,29,16.01,80,65,68,65.0,19.1,2.1,99,74,6.74,2.9,4.3,5.0,46.27,6.98,20.0
17.4,29.2,60,84,5.6,15,14.61,56,57,60,57.0,16.4,1.6,99,57,6.1,1.8,7.3,3.6,49.62,7.48,19.2
20.8,34.3,91,74,7.3,43,19.28,37,76,44,76.0,21.2,3.4,99,66,7.88,2.3,5.9,5.7,53.75,7.29,13.7
18.1,28.4,54,100,7.8,53,14.84,12,95,67,95.0,22.4,6.6,99,57,8.04,1.8,5.0,5.6,49.92,7.6,18.4
16.0,27.2,41,53,4.8,6,13.91,49,24,50,24.0,11.7,-2.4,87,34,5.63,2.9,5.5,3.2,48.12,7.11,7.7
18.7,29.6,63,84,7.8,53,15.54,46,83,65,83.0,19.7,4.1,99,61,6.31,3.0,6.5,5.0,50.89,7.6,27.8
19.0,31.6,78,71,6.4,26,18.35,3,87,33,87.0,23.8,4.5,99,88,7.54,1.4,3.4,5.5,55.83,8.49,26.0
16.7,26.8,37,84,6.6,29,15.07,18,91,45,91.0,22.1,5.3,99,59,5.9,2.8,6.7,5.1,46.32,7.06,19.7
18.1,28.9,58,74,7.3,43,14.84,95,40,67,40.0,15.2,0.3,98,39,6.69,1.4,6.8,4.5,45.18,6.32,9.4
18.1,30.9,74,100,5.3,11,16.71,91,38,42,38.0,16.3,0.2,95,84,5.1,2.6,4.5,2.4,47.98,6.48,24.1
20.1,32.6,84,44,7.6,49,18.11,57,88,49,88.0,23.3,4.7,99,89,6.93,3.0,4.1,5.5,50.18,7.41,31.4
19.4,31.5,78,62,7.3,43,16.71,55,78,57,78.0,21.3,3.4,99,44,8.16,0.9,5.6,6.3,44.98,6.69,29.5
18.2,28.6,55,100,7.8,53,16.48,58,88,46,88.0,20.2,4.6,100,70,8.07,1.0,4.3,4.8,49.22,7.23,22.8
18.9,32.2,82,52,5.6,15,15.31,63,26,70,26.0,12.4,-1.9,88,68,6.44,1.9,4.9,4.2,40.93,6.07,16.8
21.0,33.1,86,41,8.9,70,19.51,57,36,43,36.0,20.5,0.0,95,94,7.88,1.1,6.2,6.3,46.99,6.97,15.3
19.5,33.1,86,62,5.9,18,17.88,62,47,45,47.0,17.9,0.9,98,86,6.36,2.2,6.6,4.6,47.41,7.13,24.0
14.9,24.8,18,16,5.0,8,13.91,43,0,37,0.0,0.4,-13.5,54,24,9.5,0.0,0.0,0.0,48.22,7.51,9.5
16.8,27.2,41,62,8.2,59,15.31,15,36,43,36.0,17.6,-0.1,99,22,6.84,2.2,6.3,4.1,44.53,6.81,15.0
15.0,23.8,11,75,7.9,55,13.91,57,30,38,30.0,14.0,-1.0,88,17,6.04,1.8,5.8,2.9,46.93,7.23,16.9
22.3,29.2,60,74,10.5,86,19.98,37,57,53,57.0,21.2,1.6,98,63,5.54,2.1,6.9,5.1,46.54,7.18,32.3
16.2,24.7,17,74,8.5,64,14.14,55,32,50,32.0,14.4,-0.6,98,28,5.27,2.6,6.2,3.7,43.99,6.4,15.0
18.6,27.1,40,44,11.3,94,19.75,93,88,21,88.0,23.3,4.8,99,89,6.92,2.7,4.0,5.4,50.4,7.36,8.7
19.5,25.6,24,79,10.9,91,15.54,50,64,76,64.0,18.7,2.1,100,81,7.39,1.6,7.5,4.2,47.45,7.09,17.3
18.4,26.6,36,74,9.5,78,17.18,42,59,40,59.0,18.7,1.8,99,85,6.33,1.6,5.0,4.7,47.17,7.22,22.6
25.8,29.7,65,74,12.9,98,20.68,62,83,89,83.0,23.8,4.1,99,93,6.97,1.5,7.0,6.1,49.43,7.46,12.4
18.4,23.7,11,84,10.3,84,16.01,78,88,53,88.0,20.3,4.7,100,24,6.38,2.8,5.5,5.3,51.73,7.85,21.4
15.6,24.2,13,40,7.9,55,14.37,32,16,40,16.0,9.3,-5.3,57,11,5.82,3.1,8.5,3.4,52.62,7.38,13.4
14.9,26.8,37,79,8.4,62,14.14,36,52,34,52.0,16.8,1.1,99,41,6.62,1.4,6.7,4.2,47.81,6.84,9.7
18.5,28.3,53,59,10.4,86,16.94,63,61,44,61.0,18.7,1.9,99,74,6.46,3.2,4.0,5.0,45.61,6.9,17.2
14.6,25.4,22,31,7.9,55,13.91,61,17,33,17.0,7.8,-4.7,64,22,6.55,0.4,7.7,3.6,51.68,8.27,4.3
15.9,24.0,12,84,9.2,74,14.14,49,59,46,59.0,16.6,1.8,99,24,6.4,1.9,7.0,3.8,49.36,7.41,15.8
19.0,29.5,63,84,12.5,97,15.31,81,88,72,88.0,19.7,4.6,100,61,6.7,1.0,7.6,4.1,46.95,7.58,9.5
19.2,29.4,62,28,11.8,96,14.37,55,17,86,17.0,9.5,-4.9,99,39,6.19,1.5,7.8,3.9,50.44,7.38,19.4
21.4,29.7,65,100,10.8,90,15.77,61,93,92,93.0,21.6,5.7,99,82,7.73,1.7,4.4,5.1,49.91,7.6,30.4
22.6,31.2,76,71,10.9,91,19.98,90,92,57,92.0,24.6,5.3,100,76,7.79,1.4,3.2,5.7,55.38,8.24,17.4
19.4,27.0,39,84,10.7,89,14.84,91,94,82,94.0,22.9,6.0,99,41,6.01,2.8,6.3,5.3,46.12,7.1,14.4
19.1,25.8,26,74,9.9,80,14.61,67,34,81,34.0,14.9,-0.2,98,85,6.36,1.7,7.1,4.1,45.92,6.5,20.4
20.3,27.5,44,62,10.4,86,16.48,48,84,74,84.0,22.0,4.1,99,77,8.5,0.6,5.6,6.6,44.12,6.61,25.3
20.1,28.7,56,84,10.0,81,17.64,25,88,55,88.0,21.6,4.6,99,86,7.47,1.1,6.9,6.3,52.14,7.64,11.1
22.3,30.1,68,75,11.4,94,19.05,85,76,67,76.0,22.6,3.2,99,94,6.33,2.1,8.9,5.0,49.09,7.61,19.7
18.1,24.5,15,100,10.7,89,16.24,45,88,48,88.0,20.5,4.8,100,84,8.43,0.6,4.3,5.2,49.47,7.27,28.6
23.1,30.6,72,41,12.7,98,20.45,71,33,57,33.0,19.9,-0.4,95,98,7.72,1.1,6.2,5.7,47.29,6.87,28.4
20.6,28.9,58,79,10.5,86,17.88,76,92,60,92.0,21.1,5.4,99,81,6.79,3.0,6.0,6.3,50.1,7.54,22.5
17.4,25.4,22,100,8.5,64,15.07,71,33,53,33.0,16.1,-0.2,95,22,5.02,2.6,4.8,2.4,49.67,6.71,15.4
22.2,31.6,78,40,12.0,96,19.28,77,80,63,80.0,22.4,3.7,99,95,6.86,2.8,3.8,5.3,50.4,7.36,20.8
17.9,23.6,10,16,9.4,77,13.91,45,0,76,0.0,0.0,-13.9,54,44,-2.0,0.0,50.0,0.0,50.0,7.75,10.8
18.4,29.4,62,77,10.6,88,14.84,64,32,70,32.0,14.3,-0.6,95,82,5.73,2.0,5.7,3.1,44.4,7.02,18.5
22.3,29.4,62,71,10.9,91,18.58,78,71,73,71.0,22.5,2.9,99,49,5.98,1.8,6.9,5.4,45.8,7.18,26.1
17.3,25.7,25,74,10.0,81,14.14,57,31,65,31.0,14.2,-0.8,98,49,5.13,2.5,5.5,3.3,44.03,6.47,15.1
18.6,27.6,46,62,9.5,78,14.61,47,31,76,31.0,16.7,-0.8,98,61,6.52,2.2,6.6,3.8,43.98,6.71,18.6
19.9,30.9,74,84,11.1,92,16.48,89,69,69,69.0,19.6,2.6,99,85,6.45,1.8,4.8,5.0,46.48,7.16,22.3
16.0,24.0,12,62,9.1,73,14.14,76,42,48,42.0,15.6,0.5,98,28,5.95,3.1,4.6,4.3,48.77,7.53,17.9
22.7,29.6,63,59,12.5,97,18.11,67,73,82,73.0,22.9,2.9,99,59,6.83,1.8,7.3,5.8,50.87,7.72,22.4
21.0,26.7,37,100,11.2,93,16.94,56,93,77,93.0,21.3,5.6,100,96,8.67,0.6,4.3,5.5,50.78,7.24,21.7
17.2,23.9,12,84,10.4,86,14.84,75,83,53,83.0,19.8,4.1,100,39,6.24,2.7,5.4,4.6,52.0,7.99,17.0
16.6,27.5,44,84,9.5,78,14.14,87,46,55,46.0,16.3,0.7,99,34,6.5,1.1,6.7,3.9,48.29,6.88,8.0
22.3,31.0,74,51,11.9,96,20.45,32,47,48,47.0,21.0,0.8,98,94,8.0,0.9,6.2,6.6,47.49,6.9,19.0
19.1,29.1,59,74,10.7,89,18.35,27,71,34,71.0,20.7,2.9,99,86,8.11,2.1,6.3,5.6,53.6,7.33,19.3
17.6,25.3,21,84,10.3,84,15.07,85,59,56,59.0,16.6,1.8,99,84,6.4,1.9,7.0,3.8,49.55,7.37,26.8
17.8,29.3,61,84,12.4,97,16.01,20,87,46,87.0,19.7,4.6,100,85,6.43,1.4,7.6,4.1,47.66,7.62,20.4
19.4,30.3,69,62,11.7,95,17.41,82,61,49,61.0,18.6,1.8,99,89,6.49,2.9,3.8,5.0,45.61,6.9,19.6
20.7,27.3,42,100,11.0,92,16.01,67,97,83,97.0,22.9,6.9,99,70,8.31,1.4,3.8,5.4,49.72,7.63,33.2
15.0,25.6,24,16,7.9,55,14.37,57,0,33,0.0,0.7,-13.3,54,24,3.91,0.0,3.1,0.0,47.87,6.96,18.6
17.2,24.7,17,79,11.0,92,14.84,67,57,53,57.0,18.0,1.5,100,26,7.06,1.9,6.9,3.9,47.4,6.91,14.7
19.4,27.5,44,84,10.2,83,19.05,50,92,30,92.0,21.2,5.4,99,72,6.77,2.6,6.3,6.1,50.1,7.54,21.6
21.9,32.0,81,74,11.8,96,18.81,28,89,64,89.0,24.1,4.9,100,88,7.68,1.4,3.4,5.7,55.38,8.24,36.5
16.1,24.5,15,28,8.2,59,13.91,27,13,51,13.0,7.1,-7.2,88,37,4.33,3.8,7.0,3.8,51.68,8.27,17.9
18.2,25.4,22,84,10.1,82,15.31,71,93,62,93.0,22.3,5.6,99,12,5.98,3.1,6.0,5.4,46.12,7.1,21.1
15.2,24.3,14,74,9.4,77,13.91,12,38,40,38.0,15.3,0.2,99,17,6.56,1.7,6.5,4.5,45.88,6.54,15.0
16.6,27.9,49,100,10.0,81,14.61,48,34,49,34.0,16.3,-0.1,95,61,5.28,2.2,4.9,2.4,50.35,6.81,14.3
19.1,29.4,62,31,12.0,96,15.54,56,19,70,19.0,10.5,-3.9,99,22,6.22,1.3,9.1,4.4,49.17,7.27,37.1
21.6,28.3,53,62,10.1,82,17.88,77,84,73,84.0,22.0,4.1,99,82,8.5,0.6,5.6,6.3,44.75,6.53,12.0
18.8,26.1,30,74,10.2,83,15.54,18,81,67,81.0,21.1,3.9,99,55,7.47,1.1,6.9,6.3,52.79,7.68,16.3
15.8,26.3,32,59,9.1,73,14.14,91,26,45,26.0,12.9,-1.6,95,52,5.95,2.5,6.2,4.1,41.28,5.9,32.0
17.6,28.0,49,74,10.4,86,16.94,49,62,33,62.0,19.0,1.9,99,72,6.35,2.6,6.4,5.0,46.82,6.99,20.7
14.3,24.0,12,16,7.9,55,13.91,89,0,30,0.0,0.0,-14.0,54,12,-1.19,13.3,6.3,0.0,53.93,7.53,25.6
16.2,23.9,12,77,8.9,70,14.61,57,34,44,34.0,14.7,-0.2,98,37,5.62,2.0,6.2,2.9,44.4,7.02,19.6
22.0,29.8,66,71,11.5,95,17.88,65,71,78,71.0,22.5,2.9,99,84,6.1,1.8,6.5,5.4,45.53,7.27,17.0
15.7,25.1,20,74,8.6,65,14.37,66,32,42,32.0,14.2,-0.7,98,22,4.83,3.1,5.3,3.1,44.85,6.61,18.1
20.0,30.6,72,62,10.9,91,16.24,67,32,73,32.0,16.8,-0.5,99,82,6.3,2.4,6.6,3.9,43.72,6.54,26.9
19.3,29.0,59,84,10.5,86,17.41,83,66,48,66.0,19.3,2.4,99,84,6.3,2.1,5.0,5.0,47.16,7.26,20.8
19.3,27.6,46,62,12.1,97,17.64,80,73,45,73.0,22.9,3.1,99,13,6.8,1.8,7.3,5.8,50.87,7.72,12.5
18.9,24.4,15,100,11.4,94,16.01,23,93,62,93.0,21.3,5.5,100,68,8.66,0.7,4.5,5.3,50.95,7.27,12.3
20.3,27.8,48,84,10.2,83,16.71,67,84,70,84.0,19.9,4.1,100,61,6.53,2.8,4.8,5.0,51.72,8.04,16.3
17.6,27.9,49,84,9.9,80,14.14,78,41,69,41.0,15.7,0.3,99,39,6.34,1.4,6.3,3.6,47.6,6.85,14.9
21.8,31.1,75,51,12.6,98,19.75,63,43,50,43.0,20.7,0.5,98,95,8.07,0.9,5.4,6.3,48.11,6.94,14.9
21.5,30.6,72,84,11.3,94,18.11,91,78,68,78.0,21.2,3.4,99,92,8.04,1.7,6.2,5.4,54.0,7.39,17.2
15.3,24.1,13,84,8.9,70,15.07,61,58,30,58.0,16.6,1.7,99,24,6.47,1.9,7.2,3.9,49.39,7.36,10.0
19.3,29.5,63,84,12.5,97,15.54,65,82,73,82.0,19.2,4.0,100,61,6.45,1.5,8.8,4.1,47.73,7.56,14.6
19.4,28.4,54,62,10.5,86,16.01,21,58,68,58.0,18.5,1.7,98,46,6.78,2.4,3.6,5.4,45.26,6.7,13.7
19.6,26.8,37,100,10.8,90,17.18,23,98,55,98.0,23.4,7.4,99,63,8.44,1.4,3.7,5.8,50.63,7.75,18.8
14.3,26.7,37,18,7.7,51,13.91,78,7,30,7.0,2.3,-11.6,63,4,4.83,1.6,6.1,4.8,47.54,6.88,8.3
17.2,24.8,18,79,10.7,89,14.37,81,53,62,53.0,17.6,1.2,99,52,6.77,1.5,7.0,3.3,47.82,7.12,25.2
18.3,24.6,16,62,9.6,79,14.37,76,34,76,34.0,14.9,-0.2,98,77,5.9,3.1,4.6,4.0,49.25,7.72,2.5
21.5,31.6,78,40,12.0,96,19.51,32,74,49,74.0,22.0,3.2,99,94,7.1,2.4,3.8,5.8,50.21,7.1,18.6
23.6,31.9,81,84,12.8,98,19.98,74,96,72,96.0,25.9,6.7,100,97,8.07,1.5,3.5,6.3,55.37,8.28,13.0
16.6,25.6,24,84,11.0,92,13.91,14,92,57,92.0,22.0,5.3,99,13,5.94,2.9,6.2,5.5,45.62,7.11,13.1
18.6,26.6,36,74,10.2,83,14.84,61,33,73,33.0,14.9,-0.3,98,59,6.08,1.7,7.1,4.0,45.75,6.45,13.5
16.9,25.7,25,100,9.4,77,14.61,85,36,52,36.0,16.1,-0.1,93,59,5.33,2.3,5.0,2.5,51.47,6.91,33.2
20.4,29.6,63,32,12.1,97,16.48,67,27,76,27.0,12.9,-1.5,99,55,6.31,1.5,8.1,5.0,48.83,7.32,2.2
