"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Chris Paul",9600,"Dal@LAC 10:30PM ET",44.880,"LAC"
"PF","Blake Griffin",9500,"Dal@LAC 10:30PM ET",43.907,"LAC"
"SF","Carmelo Anthony",8700,"Atl@NY 08:00PM ET",39.663,"NY"
"C","Marc Gasol",8300,"Mem@Ind 07:00PM ET",38.014,"Mem"
"SF","Paul George",8200,"Mem@Ind 07:00PM ET",16.667,"Ind"
"PF","Paul Millsap",7800,"Atl@NY 08:00PM ET",36.154,"Atl"
"C","DeAndre Jordan",7700,"Dal@LAC 10:30PM ET",38.091,"LAC"
"C","Al Horford",7600,"Atl@NY 08:00PM ET",33.440,"Atl"
"SG","Monta Ellis",7100,"Mem@Ind 07:00PM ET",32.335,"Ind"
"PF","Zach Randolph",7000,"Mem@Ind 07:00PM ET",33.957,"Mem"
"PG","Jeff Teague",6900,"Atl@NY 08:00PM ET",33.340,"Atl"
"PG","Mike Conley",6800,"Mem@Ind 07:00PM ET",29.853,"Mem"
"SF","Chandler Parsons",6600,"Dal@LAC 10:30PM ET",28.369,"Dal"
"PG","Deron Williams",6100,"Dal@LAC 10:30PM ET",29.426,"Dal"
"PF","Dirk Nowitzki",6000,"Dal@LAC 10:30PM ET",30.241,"Dal"
"PG","George Hill",6000,"Mem@Ind 07:00PM ET",31.808,"Ind"
"C","Robin Lopez",5200,"Atl@NY 08:00PM ET",21.578,"NY"
"SG","J.J. Redick",5100,"Dal@LAC 10:30PM ET",23.410,"LAC"
"C","Zaza Pachulia",5100,"Dal@LAC 10:30PM ET",22.570,"Dal"
"SG","Kyle Korver",4900,"Atl@NY 08:00PM ET",24.775,"Atl"
"PF","Josh Smith",4900,"Dal@LAC 10:30PM ET",29.310,"LAC"
"SG","Wesley Matthews",4800,"Dal@LAC 10:30PM ET",27.700,"Dal"
"SG","Arron Afflalo",4700,"Atl@NY 08:00PM ET",20.370,"NY"
"SF","Jeff Green",4700,"Mem@Ind 07:00PM ET",24.208,"Mem"
"PG","Dennis Schroder",4700,"Atl@NY 08:00PM ET",19.298,"Atl"
"SG","Jamal Crawford",4500,"Dal@LAC 10:30PM ET",23.718,"LAC"
"C","Jordan Hill",4500,"Mem@Ind 07:00PM ET",26.343,"Ind"
"C","Tiago Splitter",4400,"Atl@NY 08:00PM ET",17.936,"Atl"
"SF","Tony Allen",4300,"Mem@Ind 07:00PM ET",20.801,"Mem"
"PF","Kristaps Porzingis",4300,"Atl@NY 08:00PM ET",0,"NY"
"SG","Courtney Lee",4200,"Mem@Ind 07:00PM ET",18.722,"Mem"
"SG","Langston Galloway",4200,"Atl@NY 08:00PM ET",24.978,"NY"
"SF","Matt Barnes",4100,"Mem@Ind 07:00PM ET",20.681,"Mem"
"PG","José Calderón",4100,"Atl@NY 08:00PM ET",21.214,"NY"
"C","Myles Turner",4100,"Mem@Ind 07:00PM ET",0,"Ind"
"SF","Paul Pierce",4000,"Dal@LAC 10:30PM ET",22.373,"LAC"
"PG","Devin Harris",4000,"Dal@LAC 10:30PM ET",17.753,"Dal"
"SG","Rodney Stuckey",4000,"Mem@Ind 07:00PM ET",23.070,"Ind"
"C","Ian Mahinmi",3900,"Mem@Ind 07:00PM ET",14.508,"Ind"
"SG","Tim Hardaway Jr.",3800,"Atl@NY 08:00PM ET",18.243,"Atl"
"PF","Kyle O'Quinn",3700,"Atl@NY 08:00PM ET",14.789,"NY"
"SG","C.J. Miles",3600,"Mem@Ind 07:00PM ET",21.943,"Ind"
"PF","Brandan Wright",3600,"Mem@Ind 07:00PM ET",17.097,"Mem"
"PG","Jerian Grant",3600,"Atl@NY 08:00PM ET",0,"NY"
"PG","J.J. Barea",3300,"Dal@LAC 10:30PM ET",16.476,"Dal"
"SG","Kent Bazemore",3300,"Atl@NY 08:00PM ET",12.662,"Atl"
"PG","Beno Udrih",3200,"Mem@Ind 07:00PM ET",14.975,"Mem"
"SF","Derrick Williams",3200,"Atl@NY 08:00PM ET",13.764,"NY"
"SG","Lance Stephenson",3200,"Dal@LAC 10:30PM ET",20.447,"LAC"
"PF","Dwight Powell",3100,"Dal@LAC 10:30PM ET",6.282,"Dal"
"SF","Justin Anderson",3100,"Dal@LAC 10:30PM ET",0,"Dal"
"SG","Vince Carter",3000,"Mem@Ind 07:00PM ET",12.442,"Mem"
"C","Samuel Dalembert",3000,"Dal@LAC 10:30PM ET",14.797,"Dal"
"C","Earl Barron",3000,"Atl@NY 08:00PM ET",5.313,"Atl"
"PF","Chuck Hayes",3000,"Dal@LAC 10:30PM ET",5.784,"LAC"
"PF","Louis Amundson",3000,"Atl@NY 08:00PM ET",15.481,"NY"
"PG","Raymond Felton",3000,"Dal@LAC 10:30PM ET",7.930,"Dal"
"C","Ryan Hollins",3000,"Mem@Ind 07:00PM ET",7.206,"Mem"
"SG","Yakhouba Diawara",3000,"Mem@Ind 07:00PM ET",0,"Mem"
"PF","Charlie Villanueva",3000,"Dal@LAC 10:30PM ET",11.275,"Dal"
"SG","Sasha Vujacic",3000,"Atl@NY 08:00PM ET",0,"NY"
"PG","Toney Douglas",3000,"Mem@Ind 07:00PM ET",11.833,"Ind"
"SF","Luc Richard Mbah a Moute",3000,"Dal@LAC 10:30PM ET",21.201,"LAC"
"SF","Thabo Sefolosha",3000,"Atl@NY 08:00PM ET",15.620,"Atl"
"SF","Wesley Johnson",3000,"Dal@LAC 10:30PM ET",20.424,"LAC"
"SF","Alex Stepheson",3000,"Mem@Ind 07:00PM ET",0,"Mem"
"SF","Chase Budinger",3000,"Mem@Ind 07:00PM ET",13.582,"Ind"
"SF","Lance Thomas",3000,"Atl@NY 08:00PM ET",13.657,"NY"
"SF","DaJuan Summers",3000,"Atl@NY 08:00PM ET",0,"NY"
"C","JaVale McGee",3000,"Dal@LAC 10:30PM ET",9.641,"Dal"
"SF","Jeremy Evans",3000,"Dal@LAC 10:30PM ET",6.388,"Dal"
"SG","Justin Holiday",3000,"Atl@NY 08:00PM ET",8.273,"Atl"
"PF","Mike Scott",3000,"Atl@NY 08:00PM ET",13.712,"Atl"
"C","Cole Aldrich",3000,"Dal@LAC 10:30PM ET",17.320,"LAC"
"C","Lavoy Allen",3000,"Mem@Ind 07:00PM ET",14.504,"Ind"
"PF","JaMychal Green",3000,"Mem@Ind 07:00PM ET",5.069,"Mem"
"PG","Shelvin Mack",3000,"Atl@NY 08:00PM ET",11.954,"Atl"
"SG","Lamar Patterson",3000,"Atl@NY 08:00PM ET",0,"Atl"
"PF","Jarrid Famous",3000,"Dal@LAC 10:30PM ET",0,"Dal"
"C","Shayne Whittington",3000,"Mem@Ind 07:00PM ET",5.713,"Ind"
"SF","Solomon Hill",3000,"Mem@Ind 07:00PM ET",18.823,"Ind"
"PF","Jamil Wilson",3000,"Dal@LAC 10:30PM ET",0,"Dal"
"SG","C.J. Wilcox",3000,"Dal@LAC 10:30PM ET",3.250,"LAC"
"SG","John Jenkins",3000,"Dal@LAC 10:30PM ET",8.732,"Dal"
"PF","Sampson Carter",3000,"Mem@Ind 07:00PM ET",0,"Mem"
"C","Mike Muscala",3000,"Atl@NY 08:00PM ET",10.435,"Atl"
"PF","Kevin Seraphin",3000,"Atl@NY 08:00PM ET",13.209,"NY"
"PG","Lazeric Jones",3000,"Mem@Ind 07:00PM ET",0,"Mem"
"PF","C.J. Fair",3000,"Mem@Ind 07:00PM ET",0,"Ind"
"PG","Pablo Prigioni",3000,"Dal@LAC 10:30PM ET",11.929,"LAC"
"PG","Russ Smith",3000,"Mem@Ind 07:00PM ET",3.821,"Mem"
"SG","Joe Young",3000,"Mem@Ind 07:00PM ET",0,"Ind"
"C","Salah Mejri",3000,"Dal@LAC 10:30PM ET",0,"Dal"
"SG","Austin Rivers",3000,"Dal@LAC 10:30PM ET",14.033,"LAC"
"PF","Darion Atkins",3000,"Atl@NY 08:00PM ET",0,"NY"
"C","Kadeem Jack",3000,"Mem@Ind 07:00PM ET",0,"Ind"
"SF","Branden Dawson",3000,"Dal@LAC 10:30PM ET",0,"LAC"
"SG","Travis Trice",3000,"Atl@NY 08:00PM ET",0,"NY"
"PF","Rakeem Christmas",3000,"Mem@Ind 07:00PM ET",0,"Ind"
"SG","Wesley Saunders",3000,"Atl@NY 08:00PM ET",0,"NY"
"SF","Terran Petteway",3000,"Atl@NY 08:00PM ET",0,"Atl"
"PF","Jarnell Stokes",3000,"Mem@Ind 07:00PM ET",6.421,"Mem"
"PF","Brandon Ashley",3000,"Dal@LAC 10:30PM ET",0,"Dal"
"SG","Jordan Adams",3000,"Mem@Ind 07:00PM ET",6.110,"Mem"
"SF","Glenn Robinson III",3000,"Mem@Ind 07:00PM ET",4.264,"Ind"
"SF","Cleanthony Early",3000,"Atl@NY 08:00PM ET",11.494,"NY"
"SF","DeQuan Jones",3000,"Atl@NY 08:00PM ET",0,"Atl"
"PF","Jarell Martin",3000,"Mem@Ind 07:00PM ET",0,"Mem"
"PF","Maurice Ndour",3000,"Dal@LAC 10:30PM ET",0,"Dal"
"SF","Thanasis Antetokounmpo",3000,"Atl@NY 08:00PM ET",0,"NY"
"C","Walter Tavares",3000,"Atl@NY 08:00PM ET",0,"Atl"
