"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",10400,"OKC@Chi 08:00PM ET",57.375,"OKC"
"SF","Kevin Durant",9200,"OKC@Chi 08:00PM ET",43.500,"OKC"
"PG","Damian Lillard",8700,"Mem@Por 10:30PM ET",44.875,"Por"
"SG","Jimmy Butler",7700,"OKC@Chi 08:00PM ET",38.550,"Chi"
"C","Hassan Whiteside",7400,"Mia@Min 08:00PM ET",38.625,"Mia"
"PG","Ricky Rubio",7300,"Mia@Min 08:00PM ET",43.000,"Min"
"C","Marc Gasol",7200,"Mem@Por 10:30PM ET",23.700,"Mem"
"PF","Derrick Favors",7200,"Uta@Den 09:00PM ET",41.083,"Uta"
"PF","Chris Bosh",7100,"Mia@Min 08:00PM ET",33.938,"Mia"
"PF","Pau Gasol",7000,"OKC@Chi 08:00PM ET",30.950,"Chi"
"C","Rudy Gobert",7000,"Uta@Den 09:00PM ET",33.833,"Uta"
"SG","Dwyane Wade",6900,"Mia@Min 08:00PM ET",34.125,"Mia"
"SF","Nicolas Batum",6800,"Cha@Dal 08:30PM ET",32.625,"Cha"
"C","Al Jefferson",6700,"Cha@Dal 08:30PM ET",28.813,"Cha"
"PF","Nikola Mirotic",6700,"OKC@Chi 08:00PM ET",28.400,"Chi"
"C","Karl-Anthony Towns",6700,"Mia@Min 08:00PM ET",37.250,"Min"
"PG","Mike Conley",6600,"Mem@Por 10:30PM ET",29.850,"Mem"
"PG","Kemba Walker",6600,"Cha@Dal 08:30PM ET",32.125,"Cha"
"SF","Gordon Hayward",6600,"Uta@Den 09:00PM ET",22.417,"Uta"
"PF","Dirk Nowitzki",6500,"Cha@Dal 08:30PM ET",34.125,"Dal"
"PF","Zach Randolph",6500,"Mem@Por 10:30PM ET",24.550,"Mem"
"PF","Serge Ibaka",6500,"OKC@Chi 08:00PM ET",33.500,"OKC"
"PG","C.J. McCollum",6500,"Mem@Por 10:30PM ET",36.063,"Por"
