"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",10500,"Tor@OKC 08:00PM ET",57.375,"OKC"
"PG","Stephen Curry",10100,"LAC@GS 10:30PM ET",59.750,"GS"
"SG","James Harden",10000,"Orl@Hou 08:00PM ET",44.750,"Hou"
"SF","LeBron James",9900,"NY@Cle 08:00PM ET",46.063,"Cle"
"C","DeMarcus Cousins",9700,"Sac@Pho 09:00PM ET",41.917,"Sac"
"PF","Blake Griffin",9600,"LAC@GS 10:30PM ET",48.563,"LAC"
"SF","Kevin Durant",9500,"Tor@OKC 08:00PM ET",43.500,"OKC"
"PG","Chris Paul",9400,"LAC@GS 10:30PM ET",34.813,"LAC"
"PG","John Wall",9300,"SA@Was 07:00PM ET",44.917,"Was"
"PG","Damian Lillard",9000,"Por@Uta 09:00PM ET",44.875,"Por"
"SF","Carmelo Anthony",8400,"NY@Cle 08:00PM ET",40.188,"NY"
"PF","Greg Monroe",8100,"Phi@Mil 08:00PM ET",42.500,"Mil"
"SF","Paul George",8000,"Bos@Ind 07:00PM ET",37.375,"Ind"
"PF","Paul Millsap",7900,"Bkn@Atl 08:00PM ET",39.350,"Atl"
"PG","Kyle Lowry",7900,"Tor@OKC 08:00PM ET",45.625,"Tor"
"C","DeAndre Jordan",7800,"LAC@GS 10:30PM ET",37.250,"LAC"
"SF","Kawhi Leonard",7800,"SA@Was 07:00PM ET",42.563,"SA"
"C","Nikola Vucevic",7700,"Orl@Hou 08:00PM ET",40.625,"Orl"
"PG","Eric Bledsoe",7700,"Sac@Pho 09:00PM ET",37.688,"Pho"
"SG","Victor Oladipo",7700,"Orl@Hou 08:00PM ET",41.250,"Orl"
"SF","Rudy Gay",7600,"Sac@Pho 09:00PM ET",33.125,"Sac"
"PF","Kevin Love",7600,"NY@Cle 08:00PM ET",39.563,"Cle"
"C","Al Horford",7400,"Bkn@Atl 08:00PM ET",37.800,"Atl"
"SG","DeMar DeRozan",7400,"Tor@OKC 08:00PM ET",35.313,"Tor"
"PF","Derrick Favors",7300,"Por@Uta 09:00PM ET",41.083,"Uta"
"PF","LaMarcus Aldridge",7200,"SA@Was 07:00PM ET",33.125,"SA"
"PF","Draymond Green",7100,"LAC@GS 10:30PM ET",34.875,"GS"
"SG","Klay Thompson",7000,"LAC@GS 10:30PM ET",23.063,"GS"
"PF","Nerlens Noel",7000,"Phi@Mil 08:00PM ET",34.250,"Phi"
"C","Rudy Gobert",7000,"Por@Uta 09:00PM ET",33.833,"Uta"
"C","Dwight Howard",6900,"Orl@Hou 08:00PM ET",30.125,"Hou"
"SF","Giannis Antetokounmpo",6900,"Phi@Mil 08:00PM ET",39.833,"Mil"
"C","Brook Lopez",6800,"Bkn@Atl 08:00PM ET",31.688,"Bkn"
"SF","Gordon Hayward",6700,"Por@Uta 09:00PM ET",22.417,"Uta"
"SG","Brandon Knight",6700,"Sac@Pho 09:00PM ET",36.500,"Pho"
"PG","Michael Carter-Williams",6700,"Phi@Mil 08:00PM ET",32.875,"Mil"
"PG","C.J. McCollum",6600,"Por@Uta 09:00PM ET",36.063,"Por"
"PG","Kyrie Irving",6600,"NY@Cle 08:00PM ET",0,"Cle"
"PG","Jeff Teague",6500,"Bkn@Atl 08:00PM ET",33.850,"Atl"
"PG","Rajon Rondo",6400,"Sac@Pho 09:00PM ET",29.938,"Sac"
"PF","Serge Ibaka",6400,"Tor@OKC 08:00PM ET",33.500,"OKC"
"SF","Tobias Harris",6400,"Orl@Hou 08:00PM ET",31.750,"Orl"
"PG","Isaiah Thomas",6300,"Bos@Ind 07:00PM ET",36.667,"Bos"
"SG","Bradley Beal",6300,"SA@Was 07:00PM ET",34.250,"Was"
"PG","Elfrid Payton",6300,"Orl@Hou 08:00PM ET",26.125,"Orl"
"PG","George Hill",6200,"Bos@Ind 07:00PM ET",32.875,"Ind"
"PF","Markieff Morris",6200,"Sac@Pho 09:00PM ET",25.500,"Pho"
"PF","Tim Duncan",6100,"SA@Was 07:00PM ET",30.188,"SA"
"PG","Ty Lawson",6100,"Orl@Hou 08:00PM ET",27.563,"Hou"
"C","Jahlil Okafor",6100,"Phi@Mil 08:00PM ET",28.500,"Phi"
"PG","Jarrett Jack",6000,"Bkn@Atl 08:00PM ET",28.667,"Bkn"
"PF","Terrence Jones",6000,"Orl@Hou 08:00PM ET",19.000,"Hou"
"C","Jonas Valanciunas",6000,"Tor@OKC 08:00PM ET",30.688,"Tor"
