"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Stephen Curry",10800,"GS@LAC 10:30PM ET",54.917,"GS"
"PF","DeMarcus Cousins",10300,"Sac@Mia 07:30PM ET",49.107,"Sac"
"SF","LeBron James",10100,"Mil@Cle 08:00PM ET",49.273,"Cle"
"PF","Blake Griffin",9600,"GS@LAC 10:30PM ET",46.800,"LAC"
"PG","Rajon Rondo",8700,"Sac@Mia 07:30PM ET",39.500,"Sac"
"PG","Chris Paul",8600,"GS@LAC 10:30PM ET",34.464,"LAC"
"C","Hassan Whiteside",8400,"Sac@Mia 07:30PM ET",40.875,"Mia"
"PF","Kevin Love",8000,"Mil@Cle 08:00PM ET",39.182,"Cle"
"C","Greg Monroe",7600,"Mil@Cle 08:00PM ET",37.386,"Mil"
"C","DeAndre Jordan",7500,"GS@LAC 10:30PM ET",34.475,"LAC"
"PF","Draymond Green",7400,"GS@LAC 10:30PM ET",38.083,"GS"
"PF","Chris Bosh",7300,"Sac@Mia 07:30PM ET",36.850,"Mia"
"SF","Giannis Antetokounmpo",7200,"Mil@Cle 08:00PM ET",32.750,"Mil"
"SF","Rudy Gay",6900,"Sac@Mia 07:30PM ET",29.205,"Sac"
"PG","Kyrie Irving",6700,"Mil@Cle 08:00PM ET",0,"Cle"
"SG","Dwyane Wade",6400,"Sac@Mia 07:30PM ET",29.583,"Mia"
"SG","Klay Thompson",6300,"GS@LAC 10:30PM ET",27.227,"GS"
"PG","Michael Carter-Williams",6000,"Mil@Cle 08:00PM ET",29.917,"Mil"
"PG","Mo Williams",5900,"Mil@Cle 08:00PM ET",29.045,"Cle"
"SG","Khris Middleton",5600,"Mil@Cle 08:00PM ET",24.682,"Mil"
"PG","Goran Dragic",5200,"Sac@Mia 07:30PM ET",22.875,"Mia"
"SF","Harrison Barnes",5200,"GS@LAC 10:30PM ET",24.229,"GS"
"C","Andrew Bogut",5000,"GS@LAC 10:30PM ET",26.792,"GS"
"SF","Andre Iguodala",4900,"GS@LAC 10:30PM ET",24.188,"GS"
"PG","Darren Collison",4800,"Sac@Mia 07:30PM ET",26.375,"Sac"
"PG","Jerryd Bayless",4800,"Mil@Cle 08:00PM ET",24.659,"Mil"
"PF","Tristan Thompson",4700,"Mil@Cle 08:00PM ET",21.591,"Cle"
"SG","Jamal Crawford",4600,"GS@LAC 10:30PM ET",20.650,"LAC"
"SG","J.J. Redick",4400,"GS@LAC 10:30PM ET",20.156,"LAC"
"C","Festus Ezeli",4400,"GS@LAC 10:30PM ET",21.688,"GS"
"SF","Luol Deng",4300,"Sac@Mia 07:30PM ET",20.525,"Mia"
"SG","J.R. Smith",4200,"Mil@Cle 08:00PM ET",17.000,"Cle"
"SF","Omri Casspi",4200,"Sac@Mia 07:30PM ET",21.614,"Sac"
"SG","Marco Belinelli",4000,"Sac@Mia 07:30PM ET",19.114,"Sac"
"C","Timofey Mozgov",4000,"Mil@Cle 08:00PM ET",17.886,"Cle"
"SF","Justise Winslow",4000,"Sac@Mia 07:30PM ET",17.025,"Mia"
"SG","Austin Rivers",3900,"GS@LAC 10:30PM ET",14.975,"LAC"
"SG","O.J. Mayo",3800,"Mil@Cle 08:00PM ET",0,"Mil"
"PF","John Henson",3800,"Mil@Cle 08:00PM ET",16.679,"Mil"
"PG","Matthew Dellavedova",3800,"Mil@Cle 08:00PM ET",19.432,"Cle"
"PG","Greivis Vasquez",3700,"Mil@Cle 08:00PM ET",19.273,"Mil"
"C","Kosta Koufos",3700,"Sac@Mia 07:30PM ET",19.341,"Sac"
"PF","Jabari Parker",3700,"Mil@Cle 08:00PM ET",13.150,"Mil"
"SG","Iman Shumpert",3600,"Mil@Cle 08:00PM ET",0,"Cle"
"SG","Tyler Johnson",3600,"Sac@Mia 07:30PM ET",16.389,"Mia"
"SF","Paul Pierce",3400,"GS@LAC 10:30PM ET",14.700,"LAC"
"SG","Gerald Green",3400,"Sac@Mia 07:30PM ET",11.375,"Mia"
"PF","Josh Smith",3200,"GS@LAC 10:30PM ET",13.425,"LAC"
"SF","Lance Stephenson",3200,"GS@LAC 10:30PM ET",12.900,"LAC"
"C","Willie Cauley-Stein",3200,"Sac@Mia 07:30PM ET",16.795,"Sac"
"SF","Richard Jefferson",3100,"Mil@Cle 08:00PM ET",12.750,"Cle"
"SG","Ben McLemore",3100,"Sac@Mia 07:30PM ET",11.159,"Sac"
"SG","James Jones",3000,"Mil@Cle 08:00PM ET",4.955,"Cle"
